zts1e	New Item
zts2611e	Korat Cat Costume (30 Days)
zts2612e	Korat Cat Costume (Permanent)
zts2613e	March Hare Costume (7 Days)
zts2614e	March Hare Costume (30 Days)
zts2615e	March Hare Costume (Permanent)
zts2616e	White Rabbit Costume (7 Days)
zts2617e	White Rabbit Costume (30 Days)
zts2618e	White Rabbit Costume (Permanent)
zts2619e	Golden Lion Costume (7 Days)
zts2620e	Golden Lion Costume (30 Days)
zts2621e	Golden Lion Costume (Permanent)
zts2622e	Dalmatian Hat (7 Days)
zts2623e	A dog hat.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2624e	Dalmatian Hat (30 Days)
zts2625e	Dalmatian Hat (Permanent)
zts2626e	Rottweiler Hat (7 Days)
zts2627e	Rottweiler Hat (30 Days)
zts2628e	Rottweiler Hat (Permanent)
zts2629e	Siamese Cat Hat (7 Days)
zts2630e	A cat hat.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2631e	Siamese Cat Hat (30 Days)
zts2632e	Siamese Cat Hat (Permanent)
zts2633e	Russian Blue Cat Hat (7 Days)
zts2634e	Russian Blue Cat Hat (30 Days)
zts2635e	Russian Blue Cat Hat (Permanent)
zts2636e	Playful Bunny Ears (7 Days)
zts2637e	Bunny ears.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2638e	Playful Bunny Ears (30 Days)
zts2639e	Playful Bunny Ears (Permanent)
zts2640e	Adorable Bunny Ears (7 Days)
zts2641e	Adorable Bunny Ears (30 Days)
zts2642e	Adorable Bunny Ears (Permanent)
zts2643e	Siberian Tiger Hat (7 Days)
zts2644e	A tiger hat.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2645e	Siberian Tiger Hat (30 Days)
zts2646e	Siberian Tiger Hat (Permanent)
zts2647e	Light Lion Hat (7 Days)
zts2648e	Light Lion Hat (30 Days)
zts2649e	Light Lion Hat (Permanent)
zts2650e	Bulldog Hat (7 Days)
zts2651e	Bulldog Hat (30 Days)
zts2652e	Bulldog Hat (Permanent)
zts2653e	Saint Bernard Hat (7 Days)
zts2654e	Saint Bernard Hat (30 Days)
zts2655e	Saint Bernard Hat (Permanent)
zts2656e	Burma Cat Hat (7 Days)
zts2657e	Burma Cat Hat (30 Days)
zts2658e	Burma Cat Hat (Permanent)
zts2659e	Korat Cat Hat (7 Days)
zts2660e	Korat Cat Hat (30 Days)
zts2661e	Korat Cat Hat (Permanent)
zts2662e	March Hare Hat (7 Days)
zts2663e	A rabbit hat.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2664e	March Hare Hat (30 Days)
zts2665e	March Hare Hat (Permanent)
zts2666e	White Rabbit Hat (7 Days)
zts2667e	White Rabbit Hat (30 Days)
zts2668e	White Rabbit Hat (Permanent)
zts2669e	A lion hat.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max. MP +200[n][n]
zts2670e	Golden Lion Hat (7 Days)
zts2671e	Golden Lion Hat (30 Days)
zts2672e	Golden Lion Hat (Permanent)
zts2673e	Third Fortune Key
zts2674e	Third Legendary Treasure Chest
zts2675e	There's treasure in this legendary chest![n]You will receive one of the following items:[n]1x Brown Bushi[n]1x Exterminator Bushi[n]1x Gladiator Bushi[n]1x Sick Bushtail[n]1x New Year Lucky Pig[n]1x Point Initialisation Potion[n][n]
zts2676e	Third Mysterious Treasure Chest
zts2677e	There's treasure in the mysterious treasure box![n]You will receive one of the following items:[n]1x Panda Hat (30 Days)[n]1x Panda Costume (30 Days)[n]1x Asian Black Bear Hat (30 Days)[n]1x Asian Black Bear Costume (30 Days)[n]1x Teddy Bear Hat (30 Days)[n]1x Teddy Bear Costume (30 Days)[n]1x Polar Bear Hat (30 Days)[n]1x Polar Bear Costume (30 Days)[n]2x Blessing Amulet[n]1x Rat Hat (30 Days)[n][n]
zts2678e	Third Antique Treasure Chest
zts2679e	An ancient treasure is hidden in this box![n]You will receive one of the following items:[n]1x Cylloan Spring Water[n]1x Pet Basket (30 Days)[n]1x Adventurer's Knapsack (10 Days)[n]1x Partner's Backpack (10 Days)[n]1x Lower SP Protection Scroll[n]1x Equipment Protection Scroll[n][n]
zts2680e	Third Deluxe Treasure Chest
zts2681e	There's treasure hidden in this box![n]You will receive one of the following items:[n]1x Blessing Amulet (Double Use)[n]1x Release Scroll[n]1x Amulet of Strength[n]1x Amulet of Resolve[n]1x Name Tag for Pets[n][n]
zts2682e	Third Pretty Treasure Chest
zts2683e	There's treasure inside this pretty chest![n]You will receive one of the following items:[n]1x Partner Medicine[n]1x Guardian Angel's Blessing[n]1x Fairy Booster[n]1x Durability Coupon[n]1x Production Coupon[n][n]
zts2684e	This destructive blade was forged in the fires of hell.[n][n]
zts2685e	The arrows from this powerful bow can penetrate enemy armour.[n][n]
zts2686e	The powers of an archangel were banished into this staff.[n][n]
zts2687e	Raid Box
zts2688e	Ice Machine
zts2689e	Build an ice machine to prepare cold food for 3 minutes.[n][n]
zts2690e	Glacernon Box
zts2691e	Ice Cubes
zts2692e	Milk
zts2693e	Fruit Ice Cream
zts2694e	Chocolate Ice Cream
zts2695e	Lord Mukraju's Box
zts2696e	Tundra Teleporter
zts2697e	A magic snowboard which will teleport you to Bitoren Tundra.[n]Can only be used in Glacernon.[n]
zts2698e	Fire Fairy (30%)
zts2699e	Water Fairy (30%)
zts2700e	Light Fairy (30%)
zts2701e	Shadow Fairy (30%)
zts2702e	Lavender Chipao (7 Days)
zts2703e	Lavender Chipao (30 Days)
zts2704e	Lavender Chipao (Permanent)
zts2705e	Golden Tiger Costume (7 Days)
zts2706e	Golden Tiger Costume (30 Days)
zts2707e	Golden Tiger Costume (Permanent)
zts2708e	Hanbok Magic Chest
zts2709e	Contains either a random item or a costume for men.[n][n]
zts2710e	Emperor's Magic Chest
zts2711e	Magic Yin Yang Chest
zts2712e	Traditional Clothing Magic Box
zts2713e	Contains either a random item or a costume for women.[n][n]
zts2714e	Chipao Magic Chest
zts2715e	Kimono Magic Chest
zts2716e	Flower Magic Chest
zts2717e	Angel Base Flag
zts2718e	Your base camp will be under construction for 30 minutes.[n]You can teleport to your base camp once it is complete.[n]Can only be used in Glacernon.[n]Only one base camp is permitted per faction.[n][n]
zts2719e	Demon Base Flag
zts2720e	You can use this item to teleport to the base flag.[n]Can only be used in Glacernon.[n][n]
zts2721e	Base Teleporter
zts2722e	Dalmatian Costume (7 Days)
zts2723e	Dalmatian Costume (30 Days)
zts2724e	Dalmatian Costume (Permanent)
zts2725e	Rottweiler Costume (7 Days)
zts2726e	Rottweiler Costume (30 Days)
zts2727e	Rottweiler Costume (Permanent)
zts2728e	Light Lion Costume (7 Days)
zts2729e	Light Lion Costume (30 Days)
zts2730e	Light Lion Costume (Permanent)
zts2731e	A lion costume.[n]Duration starts as soon as you equip it.[n]All defence stats +5%[n]Max HP +200[n][n]
zts2732e	Dark Lion Costume (7 Days)
zts2733e	Dark Lion Costume (30 Days)
zts2734e	Dark Lion Costume (Permanent)
zts2735e	Bulldog Costume (7 Days)
zts2736e	Bulldog Costume (30 Days)
zts2737e	Bulldog Costume (Permanent)
zts2738e	Saint Bernard Costume (7 Days)
zts2739e	Saint Bernard Costume (30 Days)
zts2740e	Saint Bernard Costume (Permanent)
zts2741e	Golden Lion Costume (7 Days)
zts2742e	Golden Lion Costume (30 Days)
zts2743e	Golden Lion Costume (Permanent)
zts2744e	Black Lion Costume (7 Days)
zts2745e	Black Lion Costume (30 Days)
zts2746e	Black Lion Costume (Permanent)
zts2747e	Dalmatian Hat (7 Days)
zts2748e	Dalmatian Hat (30 Days)
zts2749e	Dalmatian Hat (Permanent)
zts2750e	Rottweiler Hat (7 Days)
zts2751e	Rottweiler Hat (30 Days)
zts2752e	Rottweiler Hat (Permanent)
zts2753e	Light Lion Hat (7 Days)
zts2754e	Light Lion Hat (30 Days)
zts2755e	Light Lion Hat (Permanent)
zts2756e	A lion hat.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2757e	Dark Lion Hat (7 Days)
zts2758e	Dark Lion Hat (30 Days)
zts2759e	Dark Lion Hat (Permanent)
zts2760e	Bulldog Hat (7 Days)
zts2761e	Bulldog Hat (30 Days)
zts2762e	Bulldog Hat (Permanent)
zts2763e	Saint Bernard Hat (7 Days)
zts2764e	Saint Bernard Hat (30 Days)
zts2765e	Saint Bernard Hat (Permanent)
zts2766e	Golden Lion Hat (7 Days)
zts2767e	Golden Lion Hat (30 Days)
zts2768e	Golden Lion Hat (Permanent)
zts2769e	A lion hat.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2770e	Black Lion Hat (7 Days)
zts2771e	Black Lion Hat (30 Days)
zts2772e	Black Lion Hat (Permanent)
zts2773e	Bag Package (30 Days)
zts2774e	A bag set that extends your inventory.[n]Use it to receive an Extra Large Warehouse (30 Days), a Partner's Backpack (30 Days), an Adventurer's Knapsack (30 Days) and a Pet Basket (30 Days).[n][n]
zts2775e	Bag Package (10 Days)
zts2776e	A bag set that extends your inventory.[n]Use it to receive a Partner's Backpack (10 Days), an Adventurer's Knapsack (10 Days) and a Pet Basket (10 Days).[n][n]
zts2777e	Blessing Package (10 Units)
zts2778e	You can increase your experience with this Blessing Package.[n]Use it to receive 10x Ancelloan's Blessing and 10x Guardian Angel's Blessing.
zts2779e	Blessing Package (5 Units)
zts2780e	You can increase your experience with this Blessing Package.[n]Use it to receive 5x Ancelloan's Blessing and 5x Guardian Angel's Blessing.[n][n]
zts2781e	Ancelloan's Blessing (Event)
zts2782e	Gift Box A (Act 4)
zts2783e	The box contains various items.[n]You will receive one of the following items:[n]1x Cylloan Spring Water[n]1x Huge Recovery Potion[n]1x Speech Bubble[n]1x Wings of Friendship[n]1x Speaker[n][n]
zts2784e	Gift Box B (Act 4)
zts2785e	The box contains various items.[n]You will receive one of the following items:[n]1x Noble Cat Eye Necklace[n]1x Vampie[n]1x Boing[n]1x Fairy Booster[n]1x Asian Hat[n]1x Empress Coronet[n][n]
zts2786e	What could be inside this box?[n]Double-click it to find out![n][Note][n]This item disappears at the end of the event.[n][n]
zts2787e	PvP Attack Capsule
zts2788e	Increases PvP attack power for an hour.[n]Only applies while the player is in Glacernon.[n][n]
zts2789e	PvP Defence Capsule
zts2790e	Increases PvP defence for an hour.[n]Only applies while the player is in Glacernon.[n][n]
zts2791e	PvP Resistance Capsule
zts2792e	Increases PvP resistance for an hour.[n]Only applies while the player is in Glacernon.[n][n]
zts2793e	Family Summoning Horn
zts2794e	Can summon family members to the location where it is used.[n]A banner will appear in the right corner.[n]Only applies to family members who are in the same channel. Cannot be used in raids or Time-Spaces.[n]
zts2795e	Angel Sanctum Construction Kit
zts2796e	Build the sanctum that resurrects the white seals in the angel camp for one hour.[n]It restores 100% HP and MP and makes them invincible in PvP for 5 seconds.[n]For each resurrected player, or if the enemy attacks the sanctum, the duration is reduced. The building disappears once the time has expired.[n]Can only be used by angel camp players in Glacernon.[n]
zts2797e	Devil Altar Construction Kit
zts2798e	Build the altar that resurrects the white seals in the demon camp for one hour.[n]It restores 100% HP and MP and makes them invincible in PvP for 5 seconds.[n]For each resurrected player, or if the enemy attacks the altar, the duration is reduced. The building disappears once the time has expired.[n]Can only be used by demon camp players in Glacernon.[n]
zts2799e	Level limit: 65-99[n]The entrance can be found in Secret Lab 1.[n]Can only be entered alone.[n][n]
zts2800e	Level limit: 65-99[n]The entrance can be found in Secret Lab 2.[n]Can only be entered alone.[n][n]
zts2801e	Provides immunity to diseases spread by zombies.[n][n]
zts2802e	Lord Morcos' Chest
zts2803e	Lord Morcos' treasure chest. You can collect his treasure by double-clicking on the chest. If you receive an equipment item, it will have the same rarity level as the box.[n][n]
zts2804e	Aqua Bushtail
zts2805e	Fourth Fortune Key
zts2806e	Fourth Legendary Treasure Chest
zts2807e	There's treasure in this legendary box![n]You will receive one of the following items:[n]1x Aqua Bushtail[n]1x Specialist Medal[n]1x Higher SP Protection Scroll[n]1x Lower SP Protection Scroll[n]1x Point Initialisation Potion[n]
zts2808e	Fourth Mysterious Treasure Chest
zts2809e	Some mysterious treasure is hidden in the box![n]Contains one of the following pairs of items:[n]For men:[n]1x Spring Hanbok and Hogeon (30 Days)[n]1x Dragon Chipao and Asian Hat (30 Days)[n]1x Moonlight Kimono and Ebosi (30 Days)[n]For women:[n]1x Azalea Hanbok and Ayam (30 Days)[n]1x Lavender Chipao and Empress Coronet (30 Days)[n]1x Cherry Blossom Kimono and Flower Hairpin (30 Days)[n][n]
zts2810e	Fourth Antique Treasure Chest
zts2811e	An ancient treasure is hidden in this box![n]You will receive one of the following items:[n]1x Cylloan Spring Water[n]1x Pet Basket[n]1x Adventurer's Knapsack[n]1x Partner's Backpack[n]1x Ancelloan's Blessing[n]1x Equipment Protection Scroll[n][n]
zts2812e	Fourth Deluxe Treasure Chest
zts2813e	This chest contains fantastic treasures.[n]You will receive one of the following items:[n]2x Blessing Amulet[n]1x Amulet of Strength[n]1x Amulet of Resolve[n]1x Name Tag for Pets[n][n]
zts2814e	Fourth Pretty Treasure Chest
zts2815e	Fairy Costume (7 Days)
zts2816e	An cute fairy costume.[n]Duration starts as soon as you equip it.[n]All defence stats +5%[n]Max. HP +200[n][n]
zts2817e	Fairy Costume (30 Days)
zts2818e	Fairy Costume (Permanent)
zts2819e	Demon Costume (7 Days)
zts2820e	A fun demon costume.[n]Duration starts as soon as you equip it.[n]All defence stats +5%[n]Max HP +200[n][n]
zts2821e	Demon Costume (30 Days)
zts2822e	Demon Costume (Permanent)
zts2823e	Fairy Hairband (7 Days)
zts2824e	A cute pink hair ribbon.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n]
zts2825e	Fairy Hairband (30 Days)
zts2826e	Fairy Hairband (Permanent)
zts2827e	Demon Hat (7 Days)
zts2828e	A cool demon hat.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2829e	Demon Hat (30 Days)
zts2830e	Demon Hat (Permanent)
zts2831e	Summer Hanbok Treasure Chest
zts2832e	Contains a Summer Hanbok (30 Days) and a Hogeon (30 Days) for men.[n][n]
zts2833e	Spring Hanbok Treasure Chest
zts2834e	Contains a Spring Hanbok (Permanent) and a Hogeon (Permanent) for men.[n][n]
zts2835e	Emperor Chipao Treasure Chest
zts2836e	Contains an Emperor Chiapao (30 Days) and an Asian Hat (30 Days) for men.[n][n]
zts2837e	Kung Fu Chipao Treasure Chest
zts2838e	Contains a Kung Fu Chipao (Permanent) and an Asian Hat (Permanent) for men.[n][n]
zts2839e	Sunlight Kimono Treasure Chest
zts2840e	Contains a Sunlight Kimono (30 Days) and an Ebosi (30 Days).[n][n]
zts2841e	Moonlight Kimono Treasure Chest
zts2842e	Contains a Moonlight Kimono (Permanent) and an Ebosi (Permanent).[n][n]
zts2843e	Azalea Hanbok Treasure Chest
zts2844e	Contains an Azalea Hanbok (30 Days) and an Ayam (30 Days) for women.
zts2845e	Crocus Hanbok Treasure Chest
zts2846e	Contains a Crocus Hanbok (Permanent) and an Ayam (Permanent) for women.[n][n]
zts2847e	Phoenix Chipao Treasure Chest
zts2848e	Contains a Phoenix Chipao (30 Days) and an Empress Coronet (30 Days) for women.[n][n]
zts2849e	Lavender Chipao Treasure Chest
zts2850e	Contains a Lavender Chipao (Permanent) and an Empress Coronet (Permanent) for women.[n][n]
zts2851e	Cherry Blossom Kimono Treasure Chest
zts2852e	Contains a Cherry Blossom Kimono (30 Days) and a Flower Hairpin (30 Days) for women.[n][n]
zts2853e	Kunoichi Kimono Treasure Chest
zts2854e	Contains a Kunoichi Kimono (Permanent) and a Flower Hairpin (Permanent) for women.[n][n]
zts2855e	Fairy Hairband (1 Day)
zts2856e	(Event item)[n]A headband with a cute ribbon.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2857e	Demon Hat (1 Day)
zts2858e	(Event item)[n]A great looking hat demon hat.[n]Duration starts as soon as you equip it.[n]All attacks +5%[n]Max MP +200[n][n]
zts2859e	Fairy Costume (1 Day)
zts2860e	(Event item)[n]A cute fairy costume.[n]Duration starts as soon as you equip it.[n]All defence stats +5%[n]Max HP +200[n][n]
zts2861e	Demon Costume (1 Day)
zts2862e	(Event item)[n]A fun demon costume.[n]Duration starts as soon as you equip it.[n]All defence stats +5%[n]Max HP +200[n][n]
zts2863e	Winner's Costume Treasure Box
zts2864e	Contains the winner's costume.[n][n]
zts2865e	Fairy Treasure Chest
zts2866e	Contains a Fairy Hair Band (Permanent) and Fairy Costume (Permanent) for women.[n][n]
zts2867e	Demon Treasure Chest
zts2868e	Contains a Demon Costume (Permanent) and Demon Hat (Permanent) for men.[n][n]
zts2869e	Traditional Hats for Men Treasure Chest
zts2870e	A magic box containing hats for men.[n]You will receive one of the following items:[n]1x Durability Coupon[n]1x Lower SP Protection Scroll[n]1x Reward Coupon[n]1x Hogeon (30 Days)[n]1x Asian Hat (30 Days)[n]1x Ebosi (30 Days)[n]
zts2871e	Traditional Hats for Women Treasure Chest
zts2872e	A magic box containing hats for women.[n]You will receive one of the following items:[n]1x Durability Coupon[n]1x Lower SP Protection Scroll[n]1x Reward Coupon[n]1x Empress Coronet (30 Days)[n]1x Flower Hairpin (30 Days)[n]1x Ayam (30 Days)[n][n]
zts2873e	Traditional Female Costume Box A
zts2874e	A magic box containing costumes for women.[n]You will receive one of the following items:[n]1x Partner Medicine[n]1x Release Scroll[n]1x Equipment Protection Scroll[n]1x Guardian Angel's Blessing[n]1x Azaleen Hanbok (30 Days)[n]1x Crocus Hanbok (30 Days)[n]1x Rose Hanbok (30 Days)[n][n]
zts2875e	Traditional Female Costume Box B
zts2876e	A magic box containing costumes for women.[n]You will receive one of the following items:[n]1x Wings of Friendship[n]1x Partner Medicine[n]1x Lower SP Protection Scroll[n]1x Name Tag for Pets[n]1x Lavender Chiapo (30 Days)[n]1x Phoenix Chipao (30 Days)[n]1x Black Chiapo (30 Days)[n][n]
zts2877e	Traditional Female Costume Box C
zts2878e	A magic box containing costumes for women.[n]You will receive one of the following items:[n]1x Ancelloan's Blessing[n]1x Equipment Protection Scroll[n]1x Partner Medicine[n]1x Medium Special Potion[n]1x Higher SP Protection Scroll[n]1x Cherry Blossom Kimono (30 Days)[n]1x Lily Kimono (30 Days)[n]1x Kunoichi Kimono (30 Days)[n][n]
zts2879e	Traditional Male Costume Box A
zts2880e	A magic box containing costumes for men.[n]You will receive one of the following items:[n]1x Partner Medicine[n]1x Release Scroll[n]1x Equipment Protection Scroll[n]1x Guardian Angel's Blessing[n]1x Spring Hanbok (30 Days)[n]1x Rainbow Hanbok (30 Days)[n]1x Summer Hanbok (30 Days)[n][n]
zts2881e	Traditional Male Costume Box B
zts2882e	A magic box containing costumes for men.[n]You will receive one of the following items:[n]1x Wings of Friendship[n]1x Partner Medicine[n]1x Lower SP Protection Scroll[n]1x Name Tag for Pets[n]1x Kung Fu Chipao (30 Days)[n]1x Emperor Chipao (30 Days)[n]1x Dragon Chipao (30 Days)[n][n]
zts2883e	Traditional Male Costume Box C
zts2884e	A magic box containing costumes for men.[n]You will receive one of the following items:[n]1x Ancelloan's Blessing[n]1x Equipment Protection Scroll[n]1x Partner Medicine[n]1x Medium Special Potion[n]1x Higher SP Protection Scroll[n]1x Moonlight Kimono (30 Days)[n]1x Sunlight Kimono (30 Days)[n]1x Dadami Kimono (30 Days)[n][n]
zts2885e	Bear Costume Box
zts2886e	A magic box containing costumes for men and women.[n]You will receive one of the following items:[n]1x Panda Hat (30 Days)[n]1x Panda Costume (30 Days)[n]1x Asian Black Bear Hat (30 Days)[n]1x Asian Black Bear Costume (30 Days)[n]1x Lower SP Protection Scroll[n]1x Ancelloan's Blessing[n]1x Gift Envelope[n]1x Cylloan Spring Water[n]1x Reward Coupon[n]1x Partner Medicine[n]1x Partner's Backpack (30 Days) [n]1x Gourmet Pet Food[n][n]
zts2887e	School Uniforms for Women Box
zts2888e	A magic box containing costumes for women.[n]You will receive one of the following items:[n]1x Equipment Protection Scroll[n]1x Release Scroll[n]1x Fairy Booster[n]1x Guardian Angel's Blessing[n]1x Special Pet Food[n]1x Ancelloan's Blessing[n]1x Medium Special Potion[n]1x Purple School Uniform (30 Days)[n]1x Yellow School Uniform (30 Days)[n]1x Green School Uniform (30 Days)[n][n]
zts2889e	Sportswear for Women Box
zts2890e	A magic box containing costumes for women.[n]You will receive one of the following items:[n]1x Equipment Protection Scroll[n]1x Release Scroll[n]1x Fairy Booster[n]1x Guardian Angel's Blessing[n]1x Special Pet Food[n]1x Ancelloan's Blessing[n]1x Medium Special Potion[n]1x Bluesky Sportswear (30 Days)[n]1x Hot Pink Sportswear (30 Days)[n]1x Noire Black Sportswear (30 Days)[n][n]
zts2891e	Men's Outfits Box
zts2892e	A magic box containing costumes for men.[n]You will receive one of the following items:[n]1x Equipment Protection Scroll[n]1x Release Scroll[n]1x Fairy Booster[n]1x Guardian Angel's Blessing[n]1x Special Pet Food[n]1x Ancelloan's Blessing[n]1x Medium Special Potion[n]1x Denim Clothing (30 Days)[n]1x Fire Clothing (30 Days)[n]1x Forester Outfit (30 Days)[n][n]
zts2893e	Men's Adventurer Clothing Box
zts2894e	A magic box containing costumes for men.[n]You will receive one of the following items:[n]1x Equipment Protection Scroll[n]1x Release Scroll[n]1x Fairy Booster[n]1x Guardian Angel's Blessing[n]1x Special Pet Food[n]1x Ancelloan's Blessing[n]1x Medium Special Potion[n]1x Military Clothing (30 Days)[n]1x Adventurer Clothing (30 Days)[n]1x Heavy Metal Clothes (30 Days)[n]
zts2895e	Men's Hip Hop Clothing Box
zts2896e	A magic box containing costumes for men.[n]You will receive one of the following items:[n]1x Equipment Protection Scroll[n]1x Release Scroll[n]1x Fairy Booster[n]1x Guardian Angel's Blessing[n]1x Special Pet Food[n]1x Ancelloan's Blessing[n]1x Medium Special Potion[n]1x Fire Sportswear (30 Days)[n]1x Hip-Hop Outfit (30 Days)[n][n]
zts2897e	Men's Sportswear Box
zts2898e	A magic box containing costumes for men.[n]You will receive one of the following items:[n]1x Equipment Protection Scroll[n]1x Release Scroll[n]1x Fairy Booster[n]1x Guardian Angel's Blessing[n]1x Special Pet Food[n]1x Ancelloan's Blessing[n]1x Medium Special Potion[n]1x Sunny Sportswear (30 Days)[n]1x Fashion Sportswear (30 Days)[n][n]
zts2899e	Specialist Improvement Box
zts2900e	A box containing ingredients for improving specialist cards.[n]You will receive one of the following items:[n]1x Shining Blue Soul[n]1x Shining Red Soul[n]1x Shining Red Soul[n]1x Full Moon Crystal[n]1x Angel's Feather[n]1x Lower SP Protection Scroll[n]1x Higher SP Protection Scroll[n][n]
zts2901e	Huge Recovery Potion (Event)
zts2902e	Guardian Angel's Blessing (Event)
zts2903e	Wing of Friendship (Event)
zts2904e	Partner Medicine (Event)
zts2905e	Fifth Fortune Key
zts2906e	Fifth Legendary Treasure Chest
zts2907e	Some mythical treasure is hidden in this box![n]You will receive one of the following items:[n]1x Brown Bushi[n]1x Exterminator Bushi[n]1x Gladiator Bushi[n]1x Sick Bushi[n]1x Aqua Bushtail[n]1x Extra Large Warehouse (Permanent)[n]1x Higher SP Protection Scroll[n]1x Angel Wings[n][n]
zts2908e	Fifth Mysterious Treasure Chest
zts2909e	Some mysterious treasure is hidden in this box![n]Contains one of the following pairs of items:[n]For men:[n]1x Rainbow Hanbok and Hogeon (30 Days)[n]1x Kung Fu Chipao and Asian Hat (30 Days)[n]1x Sunlight Kimono and Ebosi (30 Days)[n]1x Demon Costume and Demon Hat (30 Days)[n]For women:[n]1x Crocus Kimono and Ayam (30 Days)[n]1x Phoenix Chipao and Empress Coronet (30 Days)[n]1x Lily Kimono and Flower Hairpin (30 Days)[n]1x Fairy Costume and Fairy Hairband (30 Days)[n][n]
zts2910e	Fifth Antique Treasure Chest
zts2911e	An ancient treasure is hidden in this box![n]You will receive one of the following items:[n]1x Cylloan Spring Water[n]1x Ancelloan's Blessing[n]1x Bag Package (10 Days)[n]1x Lower SP Protection Scroll[n]1x Angel Wings[n]1x Equipment Protection Scroll[n][n]
zts2912e	Fifth Deluxe Treasure Chest
zts2913e	Fifth Pretty Treasure Chest
zts2915e	Event Treasure Chest B
zts2916e	Event Treasure Box B.[n]You will receive one of the following items:[n]1x Demon Hat (1 Day)[n]1x Demon Costume (1 Day)[n]1x Fairy Hair Band (1 Day)[n]1x Fairy Costume (1 Day)[n][n]
zts2917e	Red Magical Fairy
zts2918e	Possesses 35% fire element power, but this cannot be increased.[n]While the Red Magic Fairy is accompanying you, you will save 20% production points.[n][n]
zts2919e	National Holiday Gift Box (Event)
zts2920e	A box commemorating the national holiday.[n]The box contains various different items.[n][n]
zts2921e	Green Mooncake
zts2922e	Restores 1,500 MP.[n][Note][n]This item disappears at the end of the event.[n][n]
zts2923e	Red Mooncake
zts2924e	Restores 1,500 HP and 1,500 MP.[n][Note][n]This item disappears at the end of the event.[n][n]
zts2925e	White Mooncake
zts2926e	Restores 1,500 HP.[n][Note][n]This item disappears at the end of the event.[n][n]
zts2927e	Some mysterious treasure is hidden in this box![n]Contains one of the following pairs of items:[n]For men:[n]1x Rainbow Hanbok and Hogeon (30 Days)[n]1x Kung Fu Chipao and Asian Hat (30 Days)[n]1x Sunlight Kimono and Ebosi (30 Days)[n]1x Demon Costume and Demon Hat (30 Days)[n]For women:[n]1x Crocus Kimono and Ayam (30 Days)[n]1x Phoenix Chipao and Empress Coronet (30 Days)[n]1x Lily Kimono and Flower Hairpin (30 Days)[n]1x Fairy Costume and Fairy Hairband (30 Days)[n][n]
zts2928e	Reward Box
zts2929e	The reward box contains the following items: Blessing of Ancelloan (x3), Guardian Angel's Blessing (x2), Partner Medicine (x1) and Wings of Friendship (x5).[n][n]
zts2930e	Pegasus
zts2931e	Cute Bunny
zts2932e	Rabbit Box
zts2933e	This box contains costumes for men. It contains one of the following items: A random cash item or a random rabbit costume for men.[n]
zts2934e	Bunny Box
zts2935e	This box contains costumes for women. It contains one of the following items: A random cash item or a rabbit costume for women.[n]
zts2936e	Female Dog Box
zts2937e	Contains either a random item or a dog costume for women.[n][n]
zts2938e	Male Dog Box
zts2939e	Contains either a random item or a dog costume for men.[n][n]
zts2940e	Female Cat Box
zts2941e	Contains either a random item or a cat costume for women.[n][n]
zts2942e	Male Cat Box
zts2943e	Contains either a random item or a cat costume for men.[n][n]
zts2944e	Lioness Box
zts2945e	Contains either a random item or a lion costume for women.[n][n]
zts2946e	Lion Box
zts2947e	Contains either a random item or a lion costume for men.[n][n]
zts2948e	Dalmatian Costume Box
zts2949e	Contains a Dalmatian Costume (30 Days) and Dalmatian Hat (30 Days) for women.[n][n]
zts2950e	Rottweiler Costume Box
zts2951e	Contains a Rottweiler Costume (Permanent) and Rottweiler Hat (Permanent) for women.[n][n]
zts2952e	Siamese Cat Costume Box
zts2953e	Contains a Siamese Cat Costume (30 Days) and Siamese Cat Hat (30 Days) for women.[n][n]
zts2954e	Russian Blue Costume Box
zts2955e	Contains a Russian Blue Cat Costume (Permanent) and Russian Blue Cat Hat (Permanent) for women.[n][n]
zts2956e	Dark Lion Costume Box
zts2957e	Contains a Dark Lion Costume (30 Days) and Dark Lion Hat (30 Days) for women.[n][n]
zts2958e	Light Lion Costume Box
zts2959e	Contains a Light Lion Costume (Permanent) and Light Lion Hat (Permanent) for women.[n][n]
zts2960e	Bulldog Costume Box
zts2961e	Contains a Bulldog Costume (30 Days) and Bulldog Hat (30 Days) for men.[n][n]
zts2962e	Saint Bernard's Costume Box
zts2963e	Contains a Saint Bernard Costume (Permanent) and Saint Bernhard Hat (Permanent) for men.[n][n]
zts2964e	Burma Cat Costume Box
