zts1e	Rest
zts828e	A chilly draught freezes your enemies.
zts829e	A freezing snowstorm destroys the enemies.
zts830e	Hellduke's Skill
zts831e	HP is recovered.
zts832e	Mysticaron
zts833e	monster skill
zts834e	monster skill
zts835e	monster skill
zts836e	monster skill
zts837e	Mystic Knight
zts838e	Creates a huge shield, maximising defence.
zts840e	Snowman's Basic Attack
zts842e	Whitney's Basic Attack
zts843e	Whitney's Curse Blitz
zts844e	Mystic Knight Dash
zts845e	Kupei's Basic Attack
zts846e	Kupei's Snake
zts847e	Justin's Basic Attack
zts848e	Justin's Big Swing
zts849e	The basic attack of the Berserker.
zts850e	The basic attack of the Wild Keeper.
zts851e	Dark Gunner's Basic Attack
zts852e	The basic attack of the Berserker.
zts853e	Strike the enemy with a huge weapon.
zts854e	Strike the enemy and everything around them with a weapon using the shadow element.
zts855e	Increases attack power by combining mental powers and madness.
zts856e	Decreases defence.
zts857e	Feed on the enemy's madness and rush at them.
zts858e	Beat the enemy to a pulp in a frenzy.
zts859e	Strike out at random in a frenzy.
zts860e	Neutralise the enemy's defence.
zts861e	Crushes the enemy and causes the ground to shake.
zts862e	Increases attack power by consuming HP.
zts863e	Uses madness and anger for a random roundhouse attack.
zts864e	Throws a boomerang towards the enemy.
zts865e	Hurl 2 boomerangs at the enemy.
zts866e	Cut your enemy with a boomerang.
zts867e	You can deliver accurate attacks on the enemy with the Eagle Spirit.
zts868e	The Elemental Shining fills you with the spirit of nature.
zts869e	Injure enemies with an energetic boomerang throw.
zts870e	Increases movement speed by summoning the Wolf Spirit.
zts871e	Leeches the enemy's spiritual energy.
zts872e	Hurl a boomerang in multiple directions to hit all nearby enemies.
zts873e	Increases defence power by summoning the Bear Spirit.
zts874e	Throw a huge boomerang to combine it with the aura of nature.
zts875e	The basic attack of the Dark Gunner.
zts876e	Repeatedly fires off the Spell Gun.
zts877e	A Magic Blitz causes an explosion which inflicts damage on the enemy.
zts878e	A Ghost Guard appears to protect the character from attack.
zts879e	Fires a cursed shot at the enemy.
zts880e	Endows the character with an ominous curse which increases the power of the shadow element.
zts881e	A powerful demon curses the enemy.
zts882e	Fires off multiple shots at the target.
zts883e	Fill the enemy with dark energy.
zts884e	The Requiem causes all surrounding enemies to run away in terror and their lives are extinguished.
zts885e	Fires shots off wildly, driven by cursed ghosts.
zts886e	monster skill
zts887e	monster skill
zts888e	monster skill
zts889e	monster skill
zts890e	monster skill
zts891e	monster skill
zts892e	monster skill
zts893e	monster skill
zts894e	monster skill
zts895e	monster skill
zts896e	monster skill
zts897e	monster skill
zts898e	monster skill
zts899e	monster skill
zts900e	monster skill
zts901e	monster skill
zts902e	monster skill
zts903e	monster skill
zts904e	monster skill
zts905e	monster skill
zts906e	monster skill
zts907e	monster skill
zts908e	monster skill
zts909e	monster skill
zts910e	monster skill
zts911e	monster skill
zts912e	monster skill
zts913e	monster skill
zts914e	monster skill
zts915e	monster skill
zts916e	monster skill
zts917e	monster skill
zts918e	monster skill
zts919e	monster skill
zts920e	monster skill
zts921e	monster skill
zts922e	monster skill
zts923e	monster skill
zts924e	monster skill
zts925e	monster skill
zts926e	monster skill
zts927e	monster skill
zts928e	monster skill
zts929e	monster skill
zts930e	monster skill
zts931e	monster skill
zts932e	monster skill
zts933e	monster skill
zts934e	monster skill
zts935e	monster skill
zts936e	monster skill
zts937e	monster skill
zts938e	monster skill
zts939e	monster skill
zts940e	monster skill
zts941e	monster skill
zts942e	monster skill
zts943e	monster skill
zts944e	monster skill
zts945e	monster skill
zts946e	monster skill
zts947e	monster skill
zts948e	monster skill
zts949e	monster skill
zts950e	Rest
zts951e	(C)
zts952e	Pick up
zts953e	(X,`)
zts954e	Increases physical strength by 5.
zts955e	Increases physical strength by 15.
zts956e	[Expert] Physical Strength Course
zts957e	Increases physical strength by 60.
zts958e	Increases agility by 5.
zts959e	Increases agility by 15.
zts960e	Increases agility by 60.
zts961e	Increases intelligence by 5.
zts962e	Increases intelligence by 30.
zts963e	Increases intelligence by 60.
zts964e	Increases HP permanently by 300.
zts965e	Increases HP permanently by 1000.
zts966e	Increases HP permanently by 3000.
zts967e	Increases MP permanently by 300.
zts968e	Increases MP permanently by 1000.
zts969e	Increases MP permanently by 3000.
zts970e	[Beginner] Natural Healing
zts971e	Specialised for Undead
zts972e	Increases melee attack power against low-level undead.
zts973e	Capture an animal which can become your NosMate.
zts974e	1. Select an animal and check to see if there is a capture icon in the target window.
zts975e	2. Attack the animal and reduce its HP to below 50%.
zts976e	3. Then use the Capture skill to grab it.
zts977e	4. If the capture fails, you must wait until the skill has reset before you can try again.
zts978e	Increases attack power by 1 level.
zts979e	Increases melee attack power of Hit of Rage.
zts980e	Increases attack power.
zts981e	Increases melee attack power of Counterstrike and critical hit damage.
zts982e	Increases melee attack power of Earth Wave.
zts983e	Increases melee attack power of Blow Wield.
zts984e	Increases melee attack power of Double Attack.
zts985e	Increases ranged attack power of Dynamic Shot.
zts986e	Make a decisive hit.
zts987e	Pull the enemy in front of you.
zts988e	Spinning around quickly inflicts damage on nearby enemies.
zts989e	Shoot an arrow to push back the enemy.
zts990e	Shoot arrows while jumping, dealing damage to nearby enemies without penalty.
zts991e	This ranged attack fires arrows at the enemy and the surrounding radius of three fields.
zts992e	Inflicts critical damage with a dagger.
zts993e	The enemy is poisoned by an additional dagger attack.
zts994e	While spinning round, all enemies around you are attacked.
zts995e	A sudden attack interrupts the enemy's movement.
zts996e	Accumulates energy for the next attack.
zts997e	Increases adventurer's hit rate and critical damage dealt.
zts998e	Toxic Arrowhead
zts999e	Increases the ranged attack power of Elaborate Shot.
zts1000e	Increases ranged attack power of Concentrated Shot.
zts1001e	Magic Barrier
zts1002e	Creates a shield which decreases the damage of all attacks with a certain probability.
zts1003e	Conservation of Nature
zts1004e	Creates a protective shield around your party which reduces all elemental damage.
zts1005e	Increases ranged attack power of Fast Shot.
zts1006e	Increases ranged attack power of Overhead Shooting.
zts1007e	Strengthening
zts1008e	Increases melee attack power of Turning Count and the probability of Move Disable.
zts1009e	Increases melee attack power of Short Stab.
zts1010e	Explosion
zts1011e	Adds a Flame Explosion to the Fire Bolt with a certain probability.
zts1012e	Freeze
zts1013e	When using the Ice Bolt there's a certain chance the enemy will be frozen.
zts1014e	Increases the magic attack power of Magic Missile.
zts1015e	Strengthen by 1 Level
zts1016e	Increases the magic attack power and water element of Tornado.
zts1017e	Strengthen by 2 Levels
zts1018e	Increases magic attack power of Stone Cubic.
zts1019e	Increases magic attack power of the Magic Bullet.
zts1020e	Increases chance of critical hits and causes additional damage.
zts1021e	Increases attack power by 2 levels.
zts1022e	Use Water Element Level 1
zts1023e	Enhances Magic Shot with the water element.
zts1024e	Makes a powerful blow in front of you with your sword.
zts1025e	Increases all resistances by concentrating your body.
zts1026e	Sneak up on the enemy and take a swipe at them.
zts1027e	Send the enemy into a Blackout by hitting them with a large shell.
zts1028e	Fire an explosive arrow to cause serious damage.
zts1029e	PvP Specialisation
zts1030e	Increases melee attack power in PvP.
zts1031e	Use Fire Element Level 1
zts1032e	Enhances Hit of Rage with the fire element.
zts1033e	Use Fire Element Level 2
zts1034e	Use Shadow Element Level 1
zts1035e	Enhances Hit of Rage with the shadow element.
zts1036e	Use Shadow Element Level 2
zts1037e	Increases melee attack power of Shining Blade.
zts1038e	Specialised for Low-Level Monsters
zts1039e	Increases melee attack power against low-level monsters.
zts1040e	Specialised for Animals
zts1041e	Increases melee attack power against low-level animals.
zts1042e	Specialised for Plants
zts1043e	Increases melee attack power against low-level plants.
zts1044e	Increases ranged attack power against low-level monsters.
zts1045e	Increases ranged attack power against low-level animals.
zts1046e	Increases attack power by 3 levels.
zts1047e	Increases attack power by 4 levels.
zts1048e	Use Fire Element
zts1049e	Changes the element to fire.
zts1050e	Increases probability of a Blackout with Count-Stern.
zts1051e	Increases the effect and duration of Blood Oath.
zts1052e	Increases melee attack power of Dash Attack and causes Paralysis.
zts1053e	Suddenly pull the enemy in front of you and distract them.
zts1054e	Increases ranged attack power of Exploding Shot.
zts1055e	Increases ranged attack power against low-level plants.
zts1056e	Increases ranged attack power of Jump Shot.
zts1057e	Maximises the effect and duration of Ritual of Hawk.
zts1058e	Strengthened Toxic Thorn Level 1
zts1059e	Coats the dagger with a Toxic Thorn.
zts1060e	Strengthened Toxic Thorn Level 2
zts1061e	Enhances Exploding Shot with the fire element.
zts1062e	Increases ranged attack power against low-level undead.
zts1063e	Increases ranged attack power in PvP.
zts1064e	Fire a Flaming Arrow to burn the enemy.
zts1065e	Enhances Energy Bolt with the water element.
zts1066e	Use Water Element Level 2
zts1067e	Enhances Magic Shot with the fire element.
zts1068e	Increases magical attack power and strengthens fire element of Fire Bolt.
zts1069e	Increases magic attack power and strengthens water element of Ice Bolt.
zts1070e	Increases magic attack power and strengthens fire element of Fire Column.
zts1071e	Create a shower of arrows by firing magical arrows into the air.
zts1072e	Hit the enemy's weak spot with a dagger to cause severe damage.
zts1073e	Paralysing Toxin
zts1074e	Dip the arrowhead in a Paralysing Toxin to weaken the enemy.
zts1075e	Reinforcing Poison
zts1076e	Treats the arrowhead with the Reinforcing Poison to wound your enemy.
zts1077e	Strengthened Deadly Poison: Level 1
zts1078e	Coat the dagger in the Deadly Poison.
zts1079e	Strengthened Deadly Poison: Level 2
zts1080e	Inflict severe damage on the enemy by summoning Ice Augers from the ground.
zts1081e	Judgment of Heaven
zts1082e	Causes great damage to the enemy from the Light of Heaven.
zts1083e	Nearby enemies burn in the lava which surrounds you.
zts1084e	Fires off a mighty spell with the Spell Gun.
zts1085e	Radiate an aura of death to demoralise your enemies.
zts1086e	Create even colder Ice Augers, increasing magic attack power and the probability of causing Freeze.
zts1087e	Enhances Judgment of Heaven with the water element.
zts1088e	The exceedingly hot lava increases magic attack power and the probability of Fatal Burn.
zts1089e	Summoning Calvinas
zts1090e	Calvinas' Basic Attack
zts1091e	Blackout Level 1
zts1092e	Coated in magic, the Shining Arrow causes the enemy to have a Blackout and suffer more damage.
zts1093e	Increases melee attack power when attacking weak points and causes Heavy Bleeding.
zts1094e	The skill animation effect is activated and its power increases.
zts1095e	Enhances Blow Wield with the fire element.
zts1096e	Enhances Blow Wield with the shadow element.
zts1097e	Invest Dynamic Shooting with fire element.
zts1098e	Enhance Dynamic Shot with the shadow element.
zts1099e	Enhances Double Attack with the fire element.
zts1100e	Enhances Double Attack with the shadow element.
zts1101e	Increases the range.
zts1102e	Increases the range of Dash Attack.
zts1103e	Enhances Earth Wave with the fire element.
zts1104e	Use Shadow Element
zts1105e	Enhances Earth Wave with the shadow element.
zts1106e	Enhances Counterstrike with the fire element.
zts1107e	Enhances Counterstrike with the shadow element.
zts1108e	Defence Neutralisation Level 1
zts1109e	Attack an unguarded spot to destroy your enemy's armour.
zts1110e	Defence Neutralisation Level 2
zts1111e	Defence Neutralisation Level 3
zts1112e	An attack with the sword's hilt gives the enemy a Deadly Blackout.
zts1113e	Pull the enemy in front of you to distract them.
zts1114e	Maximises the effect and duration of Suppress.
zts1115e	Change the element to shadow.
zts1116e	Improves Sword Energy.
zts1117e	Enhances Shining Blade with the fire element.
zts1118e	Enhances Shining Blade with the shadow element.
zts1119e	Shining Blade's animation effect is activated and its power maximised.
zts1120e	Enhances Exploding Shot with the shadow element.
zts1121e	Exploding Shot's animation effect is activated and its power maximised.
zts1122e	Fox's 1st Attack Skill
zts1123e	Fox's 2nd Attack Skill
zts1124e	3rd Basic Fox Attack
zts1125e	Wolf's 1st Dash Attack
zts1126e	Wolf's 2nd Dash Attack
zts1127e	Wolf's 3rd Dash Attack
zts1128e	Use Water Element
zts1129e	Enhances Elaborate Shot with the water element.
zts1130e	Use Light Element
zts1131e	Enhances Elaborate Shot with the light element.
zts1132e	Increases the hit rate.
zts1133e	Increases the probability of hitting the enemy with Elaborate Shot.
zts1134e	Increases chance of critical hits.
zts1135e	Increases chance of critical hits with Elaborate Shot.
zts1136e	Upgrade (Critical Hits)
zts1137e	Maximises chance of critical hits with Elaborate Shot.
zts1138e	Enhances Concentrated Shot with the water element.
zts1139e	Enhances Concentrated Shot with the light element.
zts1140e	Strengthened Push Level 1
zts1141e	Shoot an arrow to push the enemy far back.
zts1142e	Strengthened Push Level 2
zts1143e	Strengthened Push Level 3
zts1144e	Maximises ranged attack power of Concentrated Shot.
zts1145e	Activates the animation effect of Piercing Shot and maximises its power and chance of critical hits.
zts1146e	Enhances Jump Shot with the water element.
zts1147e	Use Light Element Level 1
zts1148e	Enhances Jump Shot with the light element.
zts1149e	Use Light Element Level 2
zts1150e	Maximises the ranged attack power of Jump Shot.
zts1151e	Enhances Fast Shot with the light element.
zts1152e	Enhances Fast Shot with the water element.
zts1153e	Maximises ranged attack power of Fast Shot.
zts1154e	Enhances Rain of Arrows with the water element.
zts1155e	Enhances Rain of Arrows with the light element.
zts1156e	Maximises ranged attack power of Rain of Arrows.
zts1157e	Enhances Short Stab with the water element.
zts1158e	Enhances Short Stab with the light element.
zts1159e	Bleeding
zts1160e	Inflict a stab wound on the enemy which causes Bleeding.
zts1161e	Blackout
zts1162e	Inflict a stab wound on the enemy which causes a Blackout.
zts1163e	Maximises melee attack power of Short Stab.
zts1164e	Enhances Turning Count with the water element.
zts1165e	Enhances Turning Count with the light element.
zts1166e	Maximises the melee attack of Turning Count and increases the chance of critical hits.
zts1167e	Blackout Level 2
zts1168e	Shining Arrow's animation effect is activated and its power maximised.
zts1169e	Activates the animation effect of Target Weak Points and maximises its power and chance of critical hits.
zts1170e	A well-aimed shot at the enemy's legs increases ranged attack power and the chance of causing a Wounded Leg.
zts1171e	Maximises the ranged attack power of Target Legs and increases the hit rate.
zts1172e	Enhances Energy Bolt with the fire element.
zts1173e	Enhances Magic Missile with the water element.
zts1174e	Enhances Magic Missile with the fire element.
zts1175e	Maximises the magic attack power of Magic Missile.
zts1176e	Maximises magic attack power of Stone Cubic to make the enemy Blackout more easily.
zts1177e	Conservation of Light
zts1178e	The Conservation of Nature is preserved by the light element.
zts1179e	Conservation of Shadows
zts1180e	The Conservation of Nature is preserved by the shadow element.
zts1181e	Ice Auger's animation effect is activated and its power maximised.
zts1182e	Enhances Magic Bullet with the fire element.
zts1183e	Enhances Magic Bullet with the water element.
zts1184e	Maximises magic attack power of the Magic Bullet.
zts1185e	Increases attack power while using Spell Charge.
zts1186e	Maximises Magic Barrier's effect. Increases the effect duration and damage absorbed.
zts1187e	Strengthening Level 3
zts1188e	Ranged Protection Level 1
zts1189e	Ranged Protection Level 2
zts1190e	Ranged Protection Level 3
zts1191e	Magic Protection Level 1
zts1192e	Magic Protection Level 2
zts1193e	Magic Protection Level 3
zts1194e	Increased Recovery Level 2
zts1195e	Strengthens Blind to blind the enemy even more strongly.
zts1196e	Decreases movement speed.
zts1197e	Reduced Hit Rate
zts1198e	Concentrates magic power to make your enemy fall asleep.
zts1199e	Enhances Magic Beam with the fire element.
zts1200e	Enhances Magic Beam with the water element.
zts1201e	Increases attack power.
zts1202e	Maximises attack power of Magic Beam.
zts1203e	Magma Zone's animation effect is activated and its power maximised.
zts1204e	Fox's 3rd Strong Attack
zts1205e	3rd Basic Wooly Attack
zts1206e	3rd Basic Imp Attack
zts1207e	3rd Basic Jelly Attack
zts1208e	3rd Basic Hamster Attack
zts1209e	Conservation of Water
zts1210e	The Conservation of Nature is preserved by the water element.
zts1211e	Conservation of Fire
zts1212e	The Conservation of Nature is preserved by the fire element.
zts1213e	Judgment of Heaven's animation effect is activated and its power maximised.
zts1214e	Upgrade (Attack Power)
zts1215e	Maximises ranged attack power of Elaborate Shot.
zts1216e	Ice Witch's Teleport
zts1217e	Demon Guardian's Attack
zts1218e	Angel Guardian's Attack
zts1219e	Ice Attack
zts1220e	Riven Frock's Basic Attack
zts1221e	Foggy Colossus' Area Attack
zts1222e	Devil Lady's Basic Attack
zts1223e	Queen Mole Summons
zts1224e	Mysticaron Recovery
zts1225e	Roundhouse Attack
zts1226e	Roundhouse Attack 2
zts1227e	Mandra Ghost's Basic Attack
zts1228e	Cursed Beast's Basic Attack
zts1229e	Empty
zts1230e	The Holy Light weakens all enemies without the light element.
zts1231e	The Holy Light fortifies your party.
zts1232e	Love
zts1233e	(Alt + Q)
zts1234e	Hi
zts1235e	(Alt + W)
zts1236e	Grin
zts1237e	(Alt + E)
zts1238e	Laugh
zts1239e	(Alt + R)
zts1240e	Shy
zts1241e	(Alt + T)
zts1242e	Hehe
zts1243e	(Alt + Y)
zts1244e	Ooops
zts1245e	(Alt + U)
zts1246e	Ahhh
zts1247e	(Alt + l)
zts1248e	Embarrass
zts1249e	(Alt + O)
zts1250e	Victory
zts1251e	(Alt + P)
zts1252e	What ?
zts1253e	(Alt + A)
zts1254e	Kidding me?
zts1255e	(Alt + S)
zts1256e	Want
zts1257e	(Alt + D)
zts1258e	Shame
zts1259e	(Alt + F)
zts1260e	Angry
zts1261e	(Alt + G)
zts1262e	Will pay
zts1263e	(Alt + H)
zts1264e	Gotcha
zts1265e	(Alt + J)
zts1266e	Reflect
zts1267e	(Alt + K)
zts1268e	Tears
zts1269e	(Alt + L)
zts1270e	Cry
zts1271e	(Alt + Z)
zts1272e	Sob
zts1273e	(Alt + X)
zts1274e	Burning Out
zts1275e	(Alt + C)
zts1276e	Cutty Boy
zts1277e	(Alt + V)
zts1278e	Cutty Girl
zts1279e	(Alt + B)
zts1280e	Hmmmm
zts1281e	(Alt + N)
zts1282e	Bleh
zts1283e	(Alt + M)
zts1284e	Long Chin
zts1285e	(Alt + ,)
zts1286e	monster skill
zts1287e	monster skill
zts1288e	monster skill
zts1289e	monster skill
zts1290e	monster skill
zts1291e	monster skill
zts1292e	monster skill
zts1293e	monster skill
zts1294e	monster skill
zts1295e	monster skill
zts1296e	Learning cooking for the group.
zts1297e	Increases the attack power of Sword Energy.
zts1298e	Increases the attack power of you and your party whilst decreasing your HP for a while.
zts1299e	Increases your defence power.
zts1300e	Increases you and your party's hit rate and chance of critical hits.
zts1301e	Increases attack power of the Magic Bullet.
zts1302e	Increases attack power and fire element of Explosive Magic Bullet.
zts1303e	Use Fire Element Level 3
zts1304e	Increases the effect of Blood Oath.
zts1305e	Use Shadow Element Level 3
zts1306e	Increases attack power by 5 levels.
zts1307e	Maximises the effect of Ritual of Hawk.
zts1308e	Create even colder Ice Augers, increasing magic attack power.
zts1309e	Enhances Judgment of Heaven with the fire element.
zts1310e	Creates exceedingly hot lava which increases magic attack power.
zts1311e	Dark Hermit's Area Attack
zts1312e	The Shining Arrow is embellished with a spell, causing a Blackout and increasing the damage received by the enemy.
zts1313e	Shining Arrow's animation effect is activated and its power maximised.
zts1314e	Maximises the ranged attack power of the Magic Bullet.
zts1315e	Radiate an aura of death to demoralise your enemies and reduce their movement speed.
zts1316e	Radiate an aura of death to demoralise your enemies and reduce their hit rate.
zts1317e	Increases the magic attack power of Fire Bolt.
zts1318e	Increases the magic attack power of Ice Bolt.
zts1319e	Spinning like a whirlwind you attack with your sword.
zts1320e	The skill channels all your energy to destroy your surroundings with a mighty strike.
zts1321e	Increases you and your party's chance of critical hits for a certain time.
zts1322e	Increases the movement speed of you and your party for a certain time.
zts1323e	Increases the amount of critical hit damage dealt for a certain time.
zts1324e	Increases your defence power and reduces damage taken by 30% by consuming your mana.
zts1325e	Increases fire element and fire resistance of you and your adventure team.
zts1326e	Decreases the chance of receiving a critical hit.
zts1327e	The movement of the aura has an effect on the surroundings.
zts1328e	Mokan Hunter's Area Attack
zts1329e	Summoning Lace
zts1330e	Explosion Level 2
zts1331e	Freeze Level 2
zts1332e	Increases the effect of Conservation of Nature.
zts1333e	Use Water Element Level 3
zts1334e	Bleh
zts1335e	monster skill
zts1336e	Raid List
zts1337e	monster skill
zts1338e	monster skill
zts1339e	monster skill
zts1340e	monster skill
zts1341e	monster skill
zts1342e	monster skill
zts1343e	monster skill
zts1344e	monster skill
zts1345e	monster skill
zts1346e	monster skill
zts1347e	monster skill
zts1348e	monster skill
zts1349e	monster skill
zts1350e	monster skill
zts1351e	monster skill
zts1352e	monster skill
zts1353e	monster skill
zts1354e	monster skill
zts1355e	monster skill
zts1356e	monster skill
zts1357e	monster skill
zts1358e	monster skill
zts1359e	monster skill
zts1360e	monster skill
zts1361e	monster skill
zts1362e	monster skill
zts1363e	monster skill
zts1364e	monster skill
zts1365e	monster skill
zts1366e	monster skill
zts1367e	monster skill
zts1368e	monster skill
zts1369e	monster skill
zts1370e	monster skill
zts1371e	monster skill
zts1372e	monster skill
zts1373e	monster skill
zts1374e	monster skill
zts1375e	monster skill
zts1376e	monster skill
zts1377e	monster skill
zts1378e	monster skill
zts1379e	monster skill
zts1380e	monster skill
zts1381e	monster skill
zts1382e	monster skill
zts1383e	monster skill
zts1384e	monster skill
zts1385e	monster skill
zts1386e	monster skill
zts1387e	monster skill
zts1388e	monster skill
zts1389e	monster skill
zts1390e	monster skill
zts1391e	monster skill
zts1392e	monster skill
zts1393e	monster skill
zts1394e	monster skill
zts1395e	monster skill
zts1396e	monster skill
zts1397e	monster skill
zts1398e	monster skill
zts1399e	monster skill
zts1400e	monster skill
zts1401e	monster skill
zts1402e	monster skill
zts1403e	monster skill
zts1404e	monster skill
zts1405e	monster skill
zts1406e	monster skill
zts1407e	monster skill
zts1408e	monster skill
zts1409e	monster skill
zts1410e	monster skill
zts1411e	monster skill
zts1412e	monster skill
zts1413e	monster skill
zts1414e	monster skill
zts1415e	monster skill
zts1416e	monster skill
zts1417e	monster skill
zts1418e	monster skill
zts1419e	monster skill
zts1420e	monster skill
zts1421e	monster skill
zts1422e	monster skill
zts1423e	monster skill
zts1424e	monster skill
zts1425e	monster skill
zts1426e	monster skill
zts1427e	monster skill
zts1428e	monster skill
zts1429e	monster skill
zts1430e	monster skill
zts1431e	monster skill
zts1432e	monster skill
zts1433e	monster skill
zts1434e	monster skill
zts1435e	monster skill
zts1436e	monster skill
zts1437e	monster skill
zts1438e	monster skill
zts1439e	monster skill
zts1440e	monster skill
zts1441e	monster skill
zts1442e	monster skill
zts1443e	monster skill
zts1444e	monster skill
zts1445e	monster skill
zts1446e	monster skill
zts1447e	monster skill
zts1448e	monster skill
zts1449e	monster skill
zts1450e	monster skill
zts1451e	monster skill
zts1452e	monster skill
zts1453e	monster skill
zts1454e	monster skill
zts1455e	monster skill
zts1456e	monster skill
zts1457e	monster skill
zts1458e	monster skill
zts1459e	monster skill
zts1460e	monster skill
zts1461e	monster skill
zts1462e	monster skill
zts1463e	monster skill
zts1464e	monster skill
zts1465e	monster skill
zts1466e	monster skill
zts1467e	monster skill
zts1468e	monster skill
zts1469e	monster skill
zts1470e	monster skill
zts1471e	monster skill
zts1472e	monster skill
zts1473e	monster skill
zts1474e	monster skill
zts1475e	monster skill
zts1476e	monster skill
zts1477e	monster skill
zts1478e	monster skill
zts1479e	monster skill
zts1480e	monster skill
zts1481e	monster skill
zts1482e	monster skill
zts1483e	monster skill
zts1484e	monster skill
zts1485e	monster skill
zts1486e	monster skill
zts1487e	monster skill
zts1488e	monster skill
zts1489e	monster skill
zts1490e	monster skill
zts1491e	monster skill
zts1492e	monster skill
zts1493e	monster skill
zts1494e	monster skill
zts1495e	monster skill
zts1496e	monster skill
zts1497e	monster skill
zts1498e	monster skill
zts1499e	monster skill
zts1500e	monster skill
zts1501e	monster skill
zts1502e	monster skill
zts1503e	monster skill
zts1504e	monster skill
zts1505e	monster skill
zts1506e	monster skill
zts1507e	monster skill
zts1508e	monster skill
zts1509e	monster skill
zts1510e	monster skill
zts1511e	monster skill
zts1512e	monster skill
zts1513e	monster skill
zts1514e	monster skill
zts1515e	monster skill
zts1516e	monster skill
zts1517e	monster skill
zts1518e	monster skill
zts1519e	monster skill
zts1520e	monster skill
zts1521e	monster skill
zts1522e	monster skill
zts1523e	monster skill
zts1524e	monster skill
zts1525e	monster skill
zts1526e	monster skill
zts1527e	monster skill
zts1528e	monster skill
zts1529e	monster skill
zts1530e	monster skill
zts1531e	monster skill
zts1532e	monster skill
zts1533e	monster skill
zts1534e	monster skill
zts1535e	monster skill
zts1536e	monster skill
zts1537e	monster skill
zts1538e	monster skill
zts1539e	monster skill
zts1540e	monster skill
zts1541e	monster skill
zts1542e	monster skill
zts1543e	monster skill
zts1544e	monster skill
zts1545e	monster skill
zts1546e	monster skill
zts1547e	monster skill
zts1548e	monster skill
zts1549e	monster skill
zts1550e	monster skill
zts1551e	monster skill
zts1552e	monster skill
zts1553e	monster skill
zts1554e	monster skill
zts1555e	monster skill
zts1556e	monster skill
zts1557e	monster skill
zts1558e	monster skill
zts1559e	monster skill
zts1560e	monster skill
zts1561e	monster skill
zts1562e	monster skill
zts1563e	monster skill
zts1564e	monster skill
zts1565e	monster skill
zts1566e	monster skill
zts1567e	monster skill
zts1568e	monster skill
zts1569e	monster skill
zts1570e	monster skill
zts1571e	monster skill
zts1572e	monster skill
zts1573e	monster skill
zts1574e	Upgrade Level 2
zts1575e	PvP Specialisation Level 2
zts1576e	Increases ranged attack power and critical damage of Rain of Arrows.
zts1577e	Increases the range.
zts1578e	Attack Power Increase Level 3
zts1579e	Extends the range of Judgment of Heaven.
zts1580e	monster skill
zts1581e	monster skill
zts1582e	monster skill
zts1583e	monster skill
zts1584e	monster skill
zts1585e	monster skill
zts1586e	monster skill
zts1587e	monster skill
zts1588e	Pumpkin Bomb
zts1589e	Jack O'Lantern Jump
zts1590e	Jack O'Lantern Hop
zts1591e	Jack O'Lantern Summons
zts1592e	Jack O'Lantern Summons 2
zts1610e	A thick fog gathers which reduces the enemies' hit rate and attention.
zts1611e	Use Hide whilst moving. If you're hit by an attack, you'll become visible again.
zts1615e	The Holy Light reduces all of your opponents' skills.
zts1620e	Reduces damage taken by 30% by consuming your mana.
zts1622e	NosBazaar
zts1623e	Angry Chicken King's Jump
zts1624e	Angry Chicken King's Powerful Jump
zts1635e	Fire a Musket
zts1636e	Dash Attack
zts1637e	Hide in Rum Barrel
zts1638e	Protect yourself by hiding in a rum barrel.
zts1639e	Cannon Fire
zts1640e	The ship fires at your enemy to help you.
zts1641e	Pirate Dance
zts1643e	Drink Rum, Yo-Ho-Ho!
zts1645e	Kertos' Blessing
zts1646e	Lava Fountain
zts1647e	Storm of Rage
zts1648e	Shout
zts1649e	Storm Attack
zts1650e	Rage
zts1651e	Lay Egg
zts1652e	Spin Spider Web
zts1653e	Lava Eruption
zts1654e	Strong Lava Eruption
zts1655e	Summon (Phoenix)
zts1656e	Summon (Egg)
zts1657e	Expel
zts1658e	Teleport Forwards
zts1659e	Gigantic Lava Eruption (Boss)
zts1660e	Shield of Glistening Heat
zts1673e	Basic Attack
zts1674e	Crisscrossed attack.
zts1675e	Double Blow
zts1676e	Defend with the shield and counter with the sword.
zts1677e	Lightning Surge
zts1678e	Quick stabbing attack.
zts1679e	Shield Attack
zts1680e	When you attack an opponent with your shield, there is a 90% chance they will receive the Knockdown debuff.
zts1681e	Hunting Horn
zts1682e	Onslaught on the opposing camp with a strong attack.
zts1683e	Taunt
zts1684e	When you taunt an opponent who is in a Knockdown state, they enter a greatly agitated state. With this, the target receives a debuff.
zts1685e	Magical Reflection
zts1686e	Reflects all attacks and deflects the power onto the shield. Successful defence with the shield causes the attacker to receive the entire damage in a single blow.
zts1687e	Iron Roll
zts1688e	Flings the opponent around through the rotating shield. There is a certain likelihood that the target receives a Knockdown.
zts1689e	Engorgement
zts1690e	Prepare yourself for battle with a cry and the craving for blood.
zts1691e	Declaration of War
zts1692e	Final attacks on the opponent with thunderclaps.
zts1693e	Execution
zts1694e	Effective attack against opponents who are in the line of sight. When the opponent is successfully executed, the Cheer of the Crowd effect will occur.
zts1695e	Cannon Fire
zts1696e	Basic artillery attack through a shot from long distance. If the explosion is strengthened, the attack power is slightly increased.
zts1697e	Staggered Fire
