zts1e	Baby Fox
zts1284e	Sand Dwarf
zts1285e	Antique Relic Administrator
zts1286e	Wind Sand Spirit
zts1287e	Wind Sand Gladiator
zts1288e	Wind Sand Archer
zts1289e	Wind Sand Mage
zts1290e	Gatekeeper of the Ancient Ruins
zts1291e	Burning Magmaros
zts1292e	Burning Valaket
zts1293e	Valakus King of Fire
zts1294e	Blaze Hound
zts1295e	Kertos the Demon Dog
zts1296e	Burning Giant
zts1297e	Burning Leash
zts1298e	Burning Sculptor
zts1299e	Katol
zts1300e	Burning Predator
zts1301e	Burning Wings
zts1302e	Burning Creature
zts1303e	Grail the Tremendous Phoenix
zts1304e	Burning Blade
zts1305e	Burning Shield
zts1306e	Burning Spear
zts1307e	Fire God Grenigas
zts1308e	Jin Hamadin
zts1309e	Lighthouse Guard Chilton
zts1310e	Harbour Guard Tom
zts1311e	President Noah
zts1312e	Hazel
zts1313e	Priestess Serizad
zts1314e	High Priest Eladin
zts1315e	Priestess Vera
zts1316e	Riana
zts1317e	Serena
zts1318e	Nephi
zts1319e	Representative Semia
zts1320e	Paul
zts1321e	Delmon Milow
zts1322e	Akamur Merchant Guard
zts1323e	Akamur Merchant Representative
zts1324e	Akamur Merchant
zts1325e	Inhabitant
zts1326e	Ghost of a Treasure Hunter
zts1327e	Dead Treasure Hunter
zts1328e	Soul of a Priest
zts1329e	Dead Priest
zts1330e	Resting Robber
zts1331e	Camel
zts1332e	Hamid
zts1333e	Prisoner Sharif
zts1334e	Representative Rushaldin
zts1335e	Kamil
zts1336e	Michol
zts1337e	Xavier
zts1338e	Velmon
zts1339e	Chaos Militia
zts1340e	Maloren Desert Pillager
zts1341e	Bolporti the Silk Weaver
zts1342e	Chaos Zone Inhabitant
zts1343e	Inspector Serges
zts1344e	Mysterious Traveller
zts1345e	Grenigas' Phantom
zts1346e	Neil's Elite Samurai
zts1347e	Neil's Elite Assassin
zts1348e	Neil's Elite Hunter
zts1349e	Neil's Elite Bomber
zts1350e	Storm Sand Fish
zts1351e	Storm Sand Prota
zts1352e	Storm Sand Cutter
zts1353e	Storm Sand Predator
zts1354e	Storm Sand Blade Horn
zts1355e	Storm Sand Mantis
zts1356e	Storm Sand Scorpion
zts1357e	Storm Sand Basilisk
zts1358e	Dust Sand Fish
zts1359e	Dust Sand Prota
zts1360e	Dust Sand Cutter
zts1361e	Dust Sand Predator
zts1362e	Dust Sand Blade Horn
zts1363e	Dust Sand Mantis
zts1364e	Dust Sand Scorpion
zts1365e	Dust Sand Basilisk
zts1366e	Quicksand Predator
zts1367e	Quicksand Mantis
zts1368e	Quicksand Scorpion
zts1369e	Quicksand Basilisk
zts1370e	Storm Sand Creeper
zts1371e	Storm Sand Spike Creeper
zts1372e	Storm Sand Cactus
zts1373e	Dust Sand Creeper
zts1374e	Dust Sand Spike Creeper
zts1375e	Dust Sand Cactus
zts1376e	Quicksand Cactus
zts1377e	Storm Sand Fox
zts1378e	Dust Sand Fox
zts1379e	Melki's Patrol Samurai
zts1380e	Melki's Patrol Assassin
zts1381e	Melki's Patrol Hunter
zts1382e	Melki's Patrol Bomber
zts1383e	Melki's Patrol Spy
zts1384e	Melki's Patrol Scout
zts1385e	Melki's Key Master
zts1386e	Melki's Jailer
zts1387e	Melki's Elite Samurai
zts1388e	Melki's Elite Assassin
zts1389e	Melki's Elite Hunter
zts1390e	Melki's Elite Bomber
zts1391e	Shay's Patrol Samurai
zts1392e	Keru's Patrol Samurai
zts1393e	Keru's Patrol Assassin
zts1394e	Keru's Patrol Hunter
zts1395e	Keru's Patrol Bomber
zts1396e	Keru's Patrol Spy
zts1397e	Keru's Patrol Scout
zts1398e	Keru's Key Master
zts1399e	Keru's Jailer
zts1400e	Keru's Elite Samurai
zts1401e	Keru's Elite Assassin
zts1402e	Keru's Elite Hunter
zts1403e	Keru's Elite Bomber
zts1404e	Shay's Patrol Assassin
zts1405e	Garton's Patrol Samurai
zts1406e	Garton's Patrol Assassin
zts1407e	Garton's Patrol Hunter
zts1408e	Garton's Patrol Bomber
zts1409e	Garton's Patrol Spy
zts1410e	Garton's Patrol Scout
zts1411e	Garton's Key Master
zts1412e	Garton's Jailer
zts1413e	Garton's Elite Samurai
zts1414e	Garton's Elite Assassin
zts1415e	Garton's Elite Hunter
zts1416e	Garton's Elite Bomber
zts1417e	Shay's Patrol Hunter
zts1418e	Lamentation Monk
zts1419e	Lamentation Spirit
zts1420e	Lamentation Priest
zts1421e	Lamentation Leader
zts1422e	Monk of Unrest
zts1423e	Spirit of Unrest
zts1424e	Priest of Unrest
zts1425e	Leader of Unrest
zts1426e	Monk of Agony
zts1427e	Spirit of Agony
zts1428e	Priest of Agony
zts1429e	Leader of Agony
zts1430e	Desert Sand Storm
zts1431e	Desert Sand Spirit
zts1432e	Desert Sand Giant
zts1433e	Desert Sand Dwarf
zts1434e	Dust Sand Storm
zts1435e	Dust Sand Spirit
zts1436e	Dust Sand Giant
zts1437e	Desert Sand Dwarf
zts1438e	Quicksand Storm
zts1439e	Quicksand Spirit
zts1440e	Quicksand Giant
zts1441e	Quicksand Dwarf
zts1442e	Volcano Sand Spirit
zts1443e	Volcano Sand Gladiator
zts1444e	Volcano Sand Archer
zts1445e	Volcano Sand Mage
zts1446e	Dune Spirit
zts1447e	Dune Gladiator
zts1448e	Dune Archer
zts1449e	Dune Mage
zts1450e	Dry Sand Spirit
zts1451e	Dry Sand Gladiator
zts1452e	Dry Sand Archer
zts1453e	Dry Sand Mage
zts1454e	Shay's Patrol Bomber
zts1455e	Shoran's Patrol Samurai
zts1456e	Shoran's Patrol Assassin
zts1457e	Shoran's Patrol Hunter
zts1458e	Shoran's Patrol Bomber
zts1459e	Shay's Patrol Samurai
zts1460e	Shay's Patrol Assassin
zts1461e	Shay's Patrol Hunter
zts1462e	Shay's Patrol Bomber
zts1463e	Shoran's Patrol Samurai
zts1464e	Shoran's Patrol Assassin
zts1465e	Shoran's Patrol Hunter
zts1466e	Shoran's Patrol Bomber
zts1467e	Shay's Transport Samurai
zts1468e	Shay's Transport Assassin
zts1469e	Shay's Transport Hunter
zts1470e	Shay's Transport Bomber
zts1471e	Shoran's Transport Samurai
zts1472e	Shoran's Transport Assassin
zts1473e	Shoran's Transport Hunter
zts1474e	Shoran's Transport Bomber
zts1475e	Shoran's Samurai Escort
zts1476e	Shoran's Assassin Escort
zts1477e	Shoran's Hunter Escort
zts1478e	Shoran's Bomber Escort
zts1479e	Shay's Samurai Escort
zts1480e	Shay's Assassin Escort
zts1481e	Shay's Hunter Escort
zts1482e	Shay's Bomber Escort
zts1483e	Desert Sand Fish
zts1484e	Desert Sand Prota
zts1485e	Desert Sand Cutter
zts1486e	Desert Sand Predator
zts1487e	Desert Sand Blade Horn
zts1488e	Desert Sand Mantis
zts1489e	Desert Sand Scorpion
zts1490e	Desert Sand Basilisk
zts1491e	Spirit Sand Fish
zts1492e	Spirit Sand Prota
zts1493e	Spirit Sand Cutter
zts1494e	Spirit Sand Predator
zts1495e	Spirit Sand Blade Horn
zts1496e	Spirit Sand Mantis
zts1497e	Spirit Sand Scorpion
zts1498e	Spirit Sand Basilisk
zts1499e	Desert Sand Creeper
zts1500e	Desert Sand Spike Creeper
zts1501e	Desert Sand Cactus
zts1502e	Spirit Sand Creeper
zts1503e	Spirit Sand Spike Creeper
zts1504e	Camp Guard
zts1505e	Bag of Prickly Pears
zts1506e	Destroyed Akamur Flag
zts1507e	First Trade Goods
zts1508e	Second Trade Goods
zts1509e	Third Trade Goods
zts1510e	Fourth Trade Goods
zts1511e	Fifth Trade Goods
zts1512e	Sixth Trade Goods
zts1513e	Chest of Command Lists
zts1514e	Garton's Stolen Relics
zts1515e	Stolen Relics
zts1516e	Chest of Scrolls
zts1517e	Strange Relic Piece
zts1518e	Shay's Patrol Samurai
zts1519e	Shay's Patrol Assassin
zts1520e	Shay's Patrol Hunter
zts1521e	Shay's Patrol Bomber
zts1522e	Shoran's Patrol Samurai
zts1523e	Shoran's Patrol Assassin
zts1524e	Shoran's Patrol Hunter
zts1525e	Shoran's Patrol Bomber
zts1526e	Shoran's Guard Samurai
zts1527e	Shoran's Guard Assassin
zts1528e	Shoran's Guard Hunter
zts1529e	Shoran's Guard Bomber
zts1530e	Shay's Guard Samurai
zts1531e	Shay's Guard Assassin
zts1532e	Shay's Guard Hunter
zts1533e	Shay's Guard Bomber
zts1534e	Desert Robber Key Master
zts1535e	Desert Robber Jailer
zts1536e	Broken Relics
zts1537e	Destroyed Relic
zts1538e	Sealed Chest
zts1539e	Broken Relic Pieces
zts1540e	Broken Relic Pieces
zts1541e	Broken Relic Pieces
zts1542e	Broken Relic Pieces
zts1543e	First Script Tablet
zts1544e	Second Script Tablet
zts1545e	Third Script Tablet
zts1546e	Broken Script Tablet
zts1547e	Broken Script Tablet
zts1548e	Broken Script Tablet
zts1549e	Broken Script Tablet
zts1550e	Dead Monk
zts1551e	Dead Clergyman
zts1552e	Dust Sand Golem
zts1553e	Quicksand Golem
zts1554e	Desert Sand Golem
zts1555e	Chest of Fairy Dust
zts1556e	Letter to the Desert Robber Leader
zts1557e	Traveller's Diary
zts1558e	Poison Bottle
zts1559e	Elf's Leather Bag
zts1560e	Earth Fairy Dust
zts1561e	Wind Fairy Dust
zts1562e	Sand Fairy Dust
zts1563e	Medicine Bottle
zts1564e	Akamur Merchant Chest
zts1565e	Lost Chest (Keru's Camp)
zts1566e	Lost Chest (Garton's Camp)
zts1567e	Lost Goods (Desert Robber Camp)
zts1568e	Lost Chest (Robber Centre)
zts1569e	Undiscovered Strange Chest
zts1570e	Roram
zts1571e	Supply Officer Jamal
zts1572e	Supply Officer Aaron
zts1573e	Robber Gang Chest
zts1574e	Treasure Chest of Oblivion
zts1575e	Strange Chest
zts1576e	Isalin
zts1577e	Elite Samurai
zts1578e	Elite Assassin
zts1579e	Elite Hunter
zts1580e	Elite Bomber
zts1581e	Camp Commander Neil
zts1582e	Camp Commander Melki
zts1583e	Commander Keru
zts1584e	Camp Commander Garton
zts1585e	Commander Shoran
zts1586e	Commander Shay
zts1587e	Supply Officer Ulman
zts1588e	Samira
zts1589e	Elias
zts1590e	Eldin
zts1591e	Elly
zts1592e	Tinkerer
zts1593e	Magic Scooter (m)
zts1594e	Magic Scooter (f)
zts1595e	Magic Carpet (m)
zts1596e	Magic Carpet (f)
zts1597e	Antique Relics Administrator, 1st Observer
zts1598e	Antique Relics Administrator, 2nd Observer
zts1599e	Antique Relics Administrator, 3rd Observer
zts1600e	Sleeping Transport Unit
zts1601e	Sleeping Patrol
zts1602e	Dead Elite Unit
zts1603e	Rockslide
zts1604e	Harbour Resident
zts1605e	Jack O'Lantern
zts1606e	Pumpkin Bomb
zts1607e	Pumpkin Bushtail
zts1608e	Halloween Signpost
zts1609e	Sealed Pink Jelly
zts1610e	Sealed Chicky
zts1611e	Sealed Kenko Storm Soldier
zts1612e	Sealed Hellhound
zts1613e	Sealed Gamecock
zts1614e	Sealed Vampie
zts1615e	Sealed Satan's Lapdog
zts1616e	Sealed Hell Knight
zts1617e	Sealed Gargs
zts1618e	Sealed Boing
zts1619e	Sealed Slade
zts1620e	Sealed Fire Devil
zts1621e	Sealed King Crab
zts1622e	Sealed Ice Witch
zts1623e	Sealed Beast
zts1624e	Sealed Foggy Colossus
zts1625e	Sealed Greylander
zts1626e	Sealed Ginseng
zts1627e	Sealed Shadow King
zts1628e	Sealed Slade Golem
zts1634e	Magic White Tiger (m)
zts1635e	Magic White Tiger (f)
zts1636e	Magic White Tiger (f)
zts1638e	Bird Nest
zts1639e	Football Bushtail
zts1641e	Referee Bushtail
zts1642e	Crystal Cave Guard Dog
zts1643e	Crystal Cave Gatekeeper
zts1644e	Crystal Cave Priest
zts1645e	Crystal Cave Guardian
zts1646e	Emerald Phantom
zts1647e	Sapphire Phantom
zts1648e	Ruby Phantom
zts1649e	Summoned Crystal Cave Guard Dog
zts1650e	Summoned Crystal Cave Gatekeeper
zts1651e	Summoned Crystal Cave Priest
zts1652e	Summoned Crystal Cave Guardian
zts1653e	Shadow Phantom
zts1654e	Shadow Phantom
zts1655e	Shadow Phantom
zts1656e	Rusty Robby
zts1657e	Magic Convertible (m)
zts1658e	Magic Convertible (f)
zts4789e	King Potato Stem
zts4790e	Great King Potato Stem
zts4791e	King Potato Monster
zts4792e	Great King Potato Monster
zts4793e	Mouldy Potato
zts4797e	Super Pumpkin Bushi
zts4798e	Jack O'Lantern's Henchmen
zts4800e	Bibi Basar
zts4801e	Professor Edward
zts4802e	Sealed Red Jelly
zts4803e	Sealed Small Horn Imp
zts4804e	Sealed Horn Imp
zts4805e	Sealed Dark Jelly
zts4806e	Sealed Large Horn Imp
zts4807e	Sealed Wolf
zts4808e	Sealed Pig
zts4809e	Sealed Mountain Turtle
zts4810e	Sealed Lion Wolf
zts4811e	Sealed Yeti
zts4812e	Sealed Super Santa Bushi
zts4815e	Chicken Queen
zts4816e	Angry Chicken King
zts4817e	Giant Bird's Egg
zts4818e	Giant Eggy
zts4819e	Giant Jumpy Chicky
zts4820e	Giant Grumbly Chicky
zts4821e	Chick Norris
zts4823e	Easter Signpost
zts4825e	Special Ops Bushi
zts4826e	Fluffy McFly (m)
zts4827e	Fluffy McFly (f)
zts4828e	Green Bushi
zts4829e	Red Bushi
zts4830e	Black Bushi
zts4831e	Blue Bushi
zts4832e	Yellow Bushi
zts4833e	Turquoise Bushi
zts4834e	Pink Bushi
zts4835e	Family^Warehouse^Manager
zts4836e	Salim
zts4837e	Magmaros
zts4838e	Flame Spider Valaket
zts4839e	Flame Giant
zts4840e	Strong Burning Leash
zts4841e	Lava Ghost
zts4842e	Phoenix
zts4843e	Blazing Creature
zts4844e	Desert Robber Exploration Team Samurai
zts4845e	Desert Robber Exploration Team Hunter
zts4846e	Desert Robber Exploration Team Bomber
zts4847e	High Priest of the Fire God
zts4848e	Kertos' Shadow
zts4849e	Valakus' Shadow
zts4850e	Smouldering Lava Stone
zts4851e	Relic Guardian
zts4852e	Akamur Merchant Military Engineer
zts4853e	John the Adventurer
zts4854e	Super Samurai Bushi
zts4855e	Agile Blaze Hound
zts4856e	Snappy Blaze Hound
zts4857e	Burning Leash
zts4858e	Kertos' Shadow
zts4859e	Lava Ghost
zts4860e	Blaze Hound Apparition
zts4861e	Kertos' Pup
zts4862e	Magmaros Apparition
zts4863e	Valaket Apparition
zts4864e	Strong Magmaros
zts4865e	Strong Valaket
zts4866e	Strong Lava Ghost
zts4867e	Spider Egg
zts4868e	Valakus' Egg
zts4869e	Blazing Magmaros
zts4870e	Blazing Valaket
zts4871e	Fiery Giant
zts4872e	Fire God Protector
zts4873e	Phoenix Egg
zts4874e	Horned Sweeper Rider (m)
zts4875e	Horned Sweeper Rider (f)
zts4876e	Pirate Flag Signpost
zts4877e	Captain Pete O'Peng
zts4878e	Pirate Kangpen
zts4879e	Pirate Jackpen
zts4880e	Pirate Cappen
zts4881e	Captain Jack Panon
zts4882e	Pirate Bushi (Water)
zts4883e	Pirate Bushi (Fire)
zts4884e	Pirate Bushi (Light)
zts4885e	Pirate Bushi (Shadow)
zts4886e	Mini Jackpen
zts4887e	Pirate Pet Trainer
zts4889e	Blaze Hound
zts4890e	Grail the Tremendous Phoenix
zts4891e	Blade of Glistening Heat
zts4892e	Shield of Glistening Heat
zts4893e	Lance of Glistening Heat
zts4894e	Valoren the Desert Robber
zts4895e	Mysterious Pattern
zts4896e	Glittering Sand Pile
zts4897e	Ice Flower
zts4898e	Seal
zts4899e	Broken Seal
zts4900e	Fallen Spirit
zts4901e	Seal Protector
zts4902e	Weak Seal Protector
zts4903e	Lava Pit
zts4904e	Winnie Whitefeather (m)
zts4905e	Winnie Whitefeather (f)
zts4906e	Magical Camel (m)
zts4907e	Magical Camel (f)
zts4908e	Valakus' Hatchling
zts4909e	Crystal of Life
zts4910e	Lava Fountain
zts4911e	Fire Alchemist
zts4912e	Scary Pet Trainer
zts4913e	Eric
zts4914e	Mary
zts4915e	Nossi the Dragon (m)
zts4916e	Nossi the Dragon (f)
zts4919e	Centurio Bushi
zts4920e	Shogun Bushi
zts4921e	Rudolph Bushi
zts4922e	Young Rudolph Bushi
zts4923e	Rudolph's Pet Trainer
zts4924e	Sealed Young Rudolph Bushi
zts4925e	Christmas Signpost
zts4926e	Ice^Flower^(Event^Quest)
zts4927e	Icy Ike (m)
zts4928e	Icy Isa (f)
zts4929e	Crazy Chris (m)
zts4930e	Crazy Chrissy (f)
zts4931e	'Billy Boneshaker' Bike (m)
zts4932e	'Billy Boneshaker' Bike (f)
zts4933e	'Blazing Blades' In-line Skates (m)
zts4934e	'Blazing Blades' In-line Skates (f)
zts4935e	'Doni Darkslide' Skateboard (m)
zts4936e	'Doni Darkslide' Skateboard (f)
zts4938e	Strong Demon Dog Kertos
zts4939e	Bouncing Jelly
zts4940e	Large Bouncing Jelly
zts4941e	Hopping Jelly
zts4942e	Large Bouncing Jelly
zts4943e	Seraphim
zts4944e	Mysterious Egg
zts4945e	Easter Sack
zts4946e	Young Bouncing Jelly
zts4947e	Young Hopping Jelly
zts4948e	Football Bushi (DE)
zts4949e	Football Bushi (FR)
zts4950e	Football Bushi (EN)
zts4951e	Football Bushi (IT)
zts4952e	Football Bushi (ES)
zts4953e	Football Bushi (PL)
zts4954e	Football Bushi (RU)
zts4955e	Football Bushi (CZ)
zts4956e	Football Bushi (TR)
zts4957e	Great Magician Kan
zts4958e	Lord Draco
zts4959e	Fiery Achilles
zts4960e	Achilles' Golem
zts4961e	Achilles' Skull Shooter
zts4962e	Achilles' Skull Warrior
zts4963e	Achilles' Flame
zts4964e	Roberto Lusso
zts4965e	Irene Williams
zts4966e	Harold of Nos
zts4967e	Draco's Flame Giant
zts4968e	Draco's Lava Spirit
zts4970e	Mini Kangpen
zts4971e	Leona
zts4972e	Darko
zts4973e	Fibi Frosty
zts4974e	Rudi Rowdy
zts4975e	Young Rudi Rowdy
zts4976e	Aegir's Soul
zts4977e	Freya's Soul
zts4978e	Barni's Soul
zts4979e	Sealed Young Rudi Rowdy
zts4980e	Mean Yeti
zts4981e	Flake the Snow Fairy
zts4982e	Fluffy Bally
zts4983e	White Unicorn
zts4984e	White Unicorn
zts4985e	Pink Unicorn
zts4986e	Pink Unicorn
zts4987e	Black Unicorn
zts4988e	Black Unicorn
zts4989e	Giant Swirl
zts4990e	Mobile Trap
zts4991e	Hunting Falcon
zts4992e	Smog Cloud
zts4993e	Felix Frost
zts4994e	Glacerus' Enkidu
zts4995e	Glacerus' Ice Worm
zts4996e	Glacerus the Ice Cold
zts4998e	Frozen Soulstone
zts4999e	Zangpo
zts5000e	Falco
zts5001e	Elisia
zts5002e	Ice Cold Prier
zts5003e	Ice Cold Combat Soldier
zts5004e	Ice Cold Ice Witch
zts5005e	Ice Cold Lion Wolf
zts5006e	Laraneya
zts5007e	Glacerus' Ice Seal
zts5008e	Garrison Ghost
zts5009e	Bodyguard's Ghost
zts5010e	Archer's Ghost
zts5011e	Peculiar UFO (m)
zts5012e	Peculiar UFO (f)
zts5013e	Marco Pollo (m)
zts5014e	Marco Pollo (f)
zts5015e	Mini-Inferno
zts5016e	Flare
zts5017e	Blaze
zts5018e	Tei Ken
zts5019e	Victoria
zts5020e	Steve Stuff
zts5021e	Navy Bushtail
zts5022e	Windsurfer (m)
zts5023e	Windsurfer (f)
zts5024e	Collector Akon
zts5025e	Bushi King
zts5026e	Cowboy Bushtail
zts5028e	Summoned Dark Clone
zts5031e	Water Bushi
zts5032e	Fire Bushi
zts5033e	Mini Pegasus
zts5034e	Summoned Angry Chick
zts5035e	Summoned Yeti
zts5036e	Mini Rudi
zts5037e	Yellow Jeep (m)
zts5038e	Yellow Jeep (f)
zts5039e	Blue Jeep (m)
zts5040e	Blue Jeep (f)
zts5041e	Red Jeep (m)
zts5042e	Red Jeep (f)
zts5043e	Cyan Jeep (m)
zts5044e	Cyan Jeep (f)
zts5045e	Black Jeep (m)
zts5046e	Black Jeep (f)
zts5047e	Pink Jeep (m)
zts5048e	Pink Jeep (f)
zts5049e	Ninja Bushtail
zts5050e	Mini Ninja Bushtail
zts5051e	Dark Magician
zts5052e	Dark Knight
zts5053e	Dusky Archer
zts5054e	Black Wolf
zts5055e	Caligor
zts5056e	Mysterious Traveller
zts5057e	Sarakael
zts5058e	Lilith
zts5059e	Indian Bushi
zts5060e	Foxy
zts5061e	Mr Park's First Son
zts5062e	Mr Park's Second Son
zts5063e	Mr Park's Third Son
zts5064e	Rabid Fox
zts5065e	Rabid Dusi-Fox
zts5066e	Viking Bushi
zts5067e	Maru
zts5068e	Rice Cake Basket
zts5069e	Rope
zts5070e	Terrified Siblings
zts5071e	Wanderer
zts5072e	Tiger Hamster
zts5073e	Toxic Tiger Hamster
zts5074e	Puss in Boots
zts5075e	Witch Laurena
zts5076e	Laurena's Beast
zts5077e	Cheese Chunk
zts5078e	Grass Clump
zts5079e	Imp Hongbi
zts5080e	Imp Cheongbi
zts5081e	Imp Hongbi Clone
zts5082e	Imp Cheongbi Clone
zts5083e	Gourd
zts5084e	Hungbu
zts5085e	Nolbu
zts5086e	Injured Swallow
zts5087e	Hungbu's Gourd
zts5088e	Nolbu's Gourd
zts5089e	Aggressive Hongbi Clone
zts5090e	Aggressive Cheongbi Clone
zts5092e	Poison Plant of Damnation
zts5093e	Shocked Soldier
zts5096e	Bewitched Soldier
zts5097e	Lola Lopears
zts5098e	Raphael
zts5099e	Lola's Bed Bunny
zts5100e	Giant Carrot
zts5101e	Bunny Burrow
zts5102e	Lola's Master Bunny
zts5104e	Hugo Hero
zts5109e	Onyx Dragon's Shadow
zts5110e	Rozhanik
zts5111e	Esther
zts5112e	Lazekiel
zts5113e	Zealot
zts5114e	Zenas
zts5115e	Crusader of the Second Squad
zts5116e	Zenas' Guardian Knight
zts5117e	Zenas' Guardian Commander
zts5118e	Zenas' Guardian Mage
zts5119e	Zenas' Priest
zts5120e	Tallion
zts5121e	Rement
zts5122e	Ismatte
zts5123e	Bacoom
zts5124e	Erenia
zts5125e	Elite Zealot
zts5126e	Erenia's Guardian Knight
zts5127e	Erenia's Guardian Commander
zts5128e	Erenia's Guardian Mage
zts5129e	Erenia's Priest
zts5130e	Elite Bacoom
zts5131e	Crusader of the Sixth Squad
zts5132e	Crusader Commander
zts5133e	Priest of Transformation
zts5134e	Priest of Supply
zts5135e	Skill Book Expert
zts5136e	Crusader Graham
zts5137e	Panuel
zts5138e	Eligos
zts5139e	Asahel
zts5140e	Ramiel
zts5141e	Zaqiel
zts5142e	Barak
zts5143e	Zepar
zts5144e	Polneus
zts5145e	Initiate of the Second Squad
zts5146e	Priestess Kelly of the Second Squad
zts5147e	Priestess Molly of the Second Squad
zts5148e	Overseer Amon
zts5149e	Archangel Lucifer
zts5150e	Zenas' Magic Field
zts5151e	Guardian Stone
zts5152e	Graham
zts5153e	Unknown Spirit Swordsman
zts5154e	Unknown Spirit Archer
zts5155e	Unknown Spirit Mage
zts5156e	Fernon's Spirit Swordsman
zts5157e	Fernon's Spirit Archer
zts5158e	Fernon's Spirit Mage
zts5159e	Wounded Crusader
zts5160e	Crazed Crusader
zts5161e	Brainwashed Crusader
zts5162e	Elite Unknown Spirit Swordsman
zts5163e	Elite Unknown Spirit Archer
zts5164e	Elite Unknown Spirit Mage
zts5165e	Low-Ranked Spirit Warrior
zts5166e	High-Ranked Spirit Warrior
zts5167e	Elite Fernon's Mage
zts5168e	Incomplete Fernon
zts5169e	Felice (Alchemist)
zts5170e	Libel
zts5171e	Harpago
zts5172e	Kirel
zts5173e	Astaroth
zts5174e	Time-Space Research Crusader
zts5175e	Kerzena
zts5176e	Eldinen
zts5177e	Airship Captain
zts5178e	Legendary Hunter
zts5179e	Grave Robber
zts5180e	Graham the Hopeful
zts5181e	Graham of the Abyss
zts5182e	Graham of Fire
zts5183e	Graham the Purifier
zts5184e	Fernon's Small Meteor
zts5185e	Fernon's Large Meteor
zts5186e	Fernon's Grey Blade
zts5187e	Fernon's Black Blade
zts5188e	Broken Krem's Left Blade
zts5189e	Broken Krem's Right Blade
zts5190e	Leo the Coward
zts5191e	Statue of Goddess Zenas
zts5192e	Statue of Goddess Erenia
zts5193e	Temple Site Altar
zts5194e	Frigg
zts5195e	Ragnar
zts5196e	Greedy Fafnir
zts5197e	Erdimien
zts5198e	Utegarda
zts5199e	Scout
zts5200e	Fafnir's Fang
zts5201e	Fafnir's Small Tooth
zts5202e	Fafnir's Broken Fang
zts5203e	Fafnir's Small Broken Tooth
zts5206e	Captain of the Desert Robbers
zts5207e	Gang of Thieves Member
zts5208e	Elite Thief
zts5213e	Yertirand
zts5214e	Jennifer
zts5215e	Desert Spider
zts5216e	Brutal Sand Giant
zts5217e	Brutal Sand Dwarf
zts5218e	Thirsty Spirit
zts5219e	Desert DustDeath
zts5220e	Brutal Desert Sand Basilisk
zts5221e	Brutal Desert Wiggler
zts5222e	Desert Spirit
zts5223e	Goth Elder
zts5224e	Goth Girl
zts5225e	Pirate Captain
zts5226e	Wandering Desert Alchemist
zts5227e	Desert Weapon Shop
zts5228e	Guard
zts5229e	Quartermaster
zts5230e	Pirate King Blackwhiskers
zts5231e	Admiral Horatio Ginger
zts5232e	Twisted Yertirand
zts5233e	Bone Drake
zts5234e	Living Dead
zts5235e	Undead
zts5236e	Skull Swordsman
zts5237e	Walking Dead
zts5238e	Lightning
zts5239e	Dark Lightning
zts5240e	Strange Yertirand
zts5241e	Soldier on Leave
zts5242e	Merchant
zts5243e	Backstreet Alchemist
zts5244e	Wandering Alchemist
zts5245e	Bone Warrior Ragnar
zts5246e	Magical Bone Drake (for male characters)
zts5247e	Magical Bone Drake (for female characters)
zts5248e	Sir Purcival
zts5249e	Baron Scratch
zts5250e	Mad Professor Macavity
zts5251e	Professor Macavity
zts5252e	Angry White Witch Laurena
zts5253e	Mad Professor Macavity's Magic Box
zts5254e	Catacombs Supply Box
zts5255e	Shining Catacombs Supply Box
zts5256e	Mad Professor Macavity
zts5257e	Cuarry Bank Representative
zts5258e	Bunny Thief
zts5259e	Magic Jaguar (m)
zts5260e	Magic Jaguar (f)
zts5261e	Equipment Helper
zts5263e	Zombikit^Bride
zts5264e	Skelekat^Groom
zts5265e	Draconic Fist
zts5266e	MechaMog
zts5267e	Mini Fire Devil
zts5268e	Blackwing Imp
zts5269e	Red-nosed Reindeer
zts5270e	Lotus Flower
zts5271e	Magic Sleigh (m)
zts5272e	Magic Sleigh (f)
zts5273e	Sleigh with Red-nosed Reindeer (m)
zts5274e	Sleigh with Red-nosed Reindeer (f)
zts5275e	Mystic Arts
zts5276e	Mystic Arts (Hidden)
zts5277e	Polar^Bear^Snarl
zts5278e	Amora
zts5279e	Fallen^Officer^Chris
zts5280e	Wingless^Amora
zts5281e	Suspicious^Spirit^Swordsman
zts5282e	Fortune Bushtail
zts5283e	Super Fortune Bushtail
zts5284e	Yellow^Lamb
zts5285e	Yellow^Sheep
zts5286e	Golden^Fleece
zts5287e	Mad^March^Hare
zts5288e	Crazy^Egg^Bomb
zts5289e	Eggy^Bomb
zts5290e	Rotten^Egg^Bomb
zts5291e	Young^Red^Wolf
zts5292e	Red^Wolf
zts5293e	Old^Red^Wolf
zts5294e	Master^Wolf
zts5295e	Magic Donkey Piñata (m)
zts5296e	Magic Donkey Piñata (f)
zts5297e	Rainbow^Pegasus
zts5298e	Small^Ice^Witch
zts5299e	Otter
zts5300e	Phantom^of^the^Demon^Warrior
zts5301e	Meteor^(Type^I)
zts5302e	Meteor^(Type^II)
zts5303e	Frozen^Meteor
zts5304e	Merling
zts5305e	Siren
zts5306e	Owlbear
zts5307e	Pikanya
zts5308e	Spud^Goblin
zts5309e	Screeching^Wingworm
zts5310e	Revenant
zts5311e	Ghoul
zts5312e	Skeleton^Warrior
zts5313e	Twisted^Goblin
