zts1e	Repos
zts685e	Cri du chevalier infernal
zts686e	Bouclier étourdissant du chevalier infernal
zts687e	Attaque de base du diable de feu volant
zts688e	Étoile de feu du diable de feu volant
zts689e	Saut de la fée des herbins
zts690e	Hurlement de la fée des herbins
zts691e	Saut mi-hauteur de la fée des herbins
zts692e	Saut rapide de la fée des herbins
zts693e	Attaque de base du dragon de feu
zts694e	Attaque de base du dragon squelettique
zts695e	Attaque élémentaire
zts696e	Flèche sacrée
zts697e	Triple attaque
zts698e	Mode siège
zts699e	Mode défense
zts700e	Prière de récupération
zts701e	Croix sacrée
zts702e	Bouclier grandissant
zts703e	Prière de défense
zts704e	Prière d'attaque
zts705e	Concentré 1
zts706e	Coup de hache
zts707e	Coup
zts708e	Rage
zts709e	Vague supersonique
zts710e	Montée d'adrénaline
zts711e	Attaque de folie
zts712e	Grand élan
zts713e	Tornade déchirante
zts714e	Berserk
zts715e	Vie et mort
zts716e	Brise-armure
zts717e	Tir de fusil
zts718e	Tir rapide
zts719e	Tir de loin
zts720e	Renforcement de vitesse
zts721e	Poseur de bombe
zts722e	Bombe de gaz toxique
zts723e	Rafale explosive
zts724e	Guérison insolite
zts725e	Tir vibrant
zts726e	Mine de feu
zts727e	Bombardement infernal
zts728e	Jet de boomerang
zts729e	Attaque de serpents
zts730e	Griffe bestiale
zts731e	Esprit de l'aigle
zts732e	Lumière élémentaire
zts733e	Lancer de boomerang
zts734e	Esprit du loup
zts735e	Sangsue élémentaire
zts736e	Lierre
zts737e	Esprit de l'ours
zts738e	Pouvoir de la forêt
zts739e	Boule de glace
zts740e	Éclats gelés
zts741e	Jet gelé
zts742e	Lance de glace
zts743e	Chaîne de glace
zts744e	Bouclier gelé
zts745e	Glacier
zts746e	Bénédiction de l'Eau
zts747e	Grêle forte
zts748e	Froid
zts749e	Blizzard
zts750e	Attaque de bulles de Chrysos
zts751e	Attaque de racine de Treekun
zts752e	Souffle sacré
zts753e	Élément sacré
zts754e	Effet étincelant
zts755e	Concentré 2
zts756e	Renforcement activé
zts757e	Chaîne glacée
zts758e	Tir magique
zts759e	Tir combiné
zts760e	Éclair magique
zts761e	Esprit gardien
zts762e	Tir maudit
zts763e	Malédiction obscure
zts764e	Possession
zts765e	Régénération de l'esprit
zts766e	Potion démoniaque
zts767e	Réquiem
zts768e	Invasion de fantômes
zts769e	Attaque de souche
zts770e	Attaque électrique spéciale
zts771e	Invocation de méduse
zts772e	Mode javelot d'Érikiel
zts773e	Attaque de taupe
zts774e	Attaque de fossilisation du basilic
zts775e	Attaque de poussière de mites
zts776e	Attaque habile
zts777e	Attaque de Graylander
zts778e	Étourdissement de Graylander
zts779e	Attaque de base de Chrysos
zts780e	Attaque de taupe-cricket
zts781e	Pouvoir concentré
zts782e	Explosion de bombe
zts783e	Explosion de bombe 2
zts784e	Attaque agressive
zts785e	Explosion de mine
zts786e	Attaque de base de catapulte
zts787e	Coulissage de catapulte
zts788e	Attaque de base de pâquerettes
zts789e	Couche gazeuse de pâquerettes
zts790e	Attaque de base de Seina
zts791e	Croix sacrée de Seina
zts792e	Grand élan
zts793e	Rage
zts794e	Brise-armure
zts795e	Attaque de base du croisé
zts796e	Une Flèche sacrée blesse tes adversaires.
zts797e	La Triple attaque inflige d'importants dégâts à tes adversaires.
zts798e	Les créatures proches sont affaiblies par la puissance de l'élément Lumière que diffuse le Souffle sacré.
zts799e	Toutes les forces d'attaque augmentent temporairement.
zts800e	Une Lumière sacrée enveloppe ta cible.
zts801e	Les HP sont rétablis.
zts802e	L'esprit de Lumière provoque une explosion donnant naissance à une énorme Croix sacrée.
zts804e	L'endurance et la défense augmentent pour toi et ton groupe.
zts805e	Ton niveau d'attaque et ton moral augmente. C'est aussi valable pour le reste du groupe.
zts806e	L'invocation du Pouvoir concentré te permet de vaincre ta cible et les adversaires proches.
zts807e	Attaque de base du Destructeur
zts808e	Un Tir rapide provoque d'importants dégâts auprès des adversaires.
zts809e	Tous les adversaires à proximité sont éliminés.
zts810e	Tes mouvements s'accélèrent grâce à un puissant boosteur.
zts811e	L'explosion d'une bombe spéciale attaque les adversaires proches. Au bout de 40 secondes, la bombe se désamorce d'elle-même.
zts812e	L'explosion d'une bombe de gaz toxique empoisonne les adversaires proches.
zts813e	La force de pénétration du fusil augmente.
zts814e	Tous les effets négatifs infligés par des adversaires sont levés.
zts815e	Les adversaires sont attaqués par une bombe.
zts816e	Des mines de feu font rage contre les adversaires.
zts817e	Les bombes les plus puissantes sont projetées au hasard.
zts818e	Attaque de base du Mage de glace
zts819e	Des Éclats gelés attaquent l'adversaire.
zts820e	Un puissant sort de glace gèle l'adversaire.
zts821e	Tu piques tes adversaires avec une Lance de glace.
zts822e	L'adversaire est attaché par une Chaîne glacée.
zts823e	Un Bouclier gelé protecteur atténue l'attaque de l'adversaire.
zts824e	Des glaciers tranchants se forment autour du lanceur du sort.
zts825e	Bénédiction de l'Eau
zts826e	La résistance à l'élément Eau augmente.
zts827e	Les grêlons infligent de lourds dégâts aux adversaires.
zts828e	Un courant d'air froid immobilise tes adversaires.
zts829e	Un blizzard gelé élimine les adversaires.
zts830e	Technique de Ducdenfer
zts831e	Les HP sont régénérés.
zts832e	Mysticaron
zts833e	monster skill
zts834e	monster skill
zts835e	monster skill
zts836e	monster skill
zts837e	Chevalier mystique
zts838e	Un énorme bouclier maximise la défense.
zts840e	Attaque de base du bonhomme de neige
zts842e	Attaque de base de Whitney
zts843e	Éclair damné de Whitney
zts844e	Frappe du chevalier mystique
zts845e	Attaque de base de Kupei
zts846e	Serpent de Kupei
zts847e	Attaque de base de Justin
zts848e	Grand élan de Justin
zts849e	Attaque de base du Berserk
zts850e	Attaque de base du Garde-chasse
zts851e	Attaque de base du Mage ténébreux
zts852e	Attaque de base du Berserk
zts853e	L'adversaire est frappé d'une arme gigantesque.
zts854e	Cette arme doté de l'élément Obscurité frappe ton adversaire et les alentours.
zts855e	En associant la folie et la puissance spirituelle, la force d'attaque augmente.
zts856e	La défense diminue.
zts857e	Réprime la folie de ton adversaire et jette-toi sur lui.
zts858e	Sous l'effet de la rage, tu bats l'adversaire à plate couture.
zts859e	Sous l'effet de la folie, tu frappes partout autour de toi.
zts860e	La défense de l'adversaire est neutralisée.
zts861e	Écrase l'adversaire et provoque un tremblement de terre.
zts862e	La force d'attaque augmente en échange de HP.
zts863e	Sous l'effet de la folie et de la rage, tu frappes au hasard les adversaires alentours.
zts864e	Un boomerang est lancé contre l'adversaire.
zts865e	Jette 2 boomerangs sur tes adversaires.
zts866e	Découpe tes adversaires avec un boomerang.
zts867e	Invoque l'Esprit de l'aigle pour attaquer ton adversaire de manière ciblée.
zts868e	La lumière élémentaire t'insuffle l'aura de la nature.
zts869e	Blesse tes adversaires en effectuant un Lancer de boomerang énergique.
zts870e	L'Esprit du loup augmente la vitesse de déplacement.
zts871e	L'énergie spirituelle de l'ennemi est absorbée.
zts872e	Les adversaires alentours sont attaqués par un boomerang voltigeant dans toutes les directions.
zts873e	L'esprit de l'ours est invoqué pour augmenter la force de défense.
zts874e	Projette un énorme boomerang pour l'investir de l'esprit de la nature.
zts875e	Attaque de base du Mage ténébreux
zts876e	L'Arme enchantée est tirée plusieurs fois.
zts877e	Un Éclair magique provoque une Explosion qui inflige des dégâts à l'adversaire.
zts878e	Un esprit gardien apparaît pour protéger le personnage des attaques.
zts879e	L'adversaire est frappé d'un Tir maudit.
zts880e	Le personnage est enveloppé d'une sombre malédiction qui augmente la puissance de l'élément Obscurité.
zts881e	Un puissant démon maudit l'adversaire.
zts882e	Des Tirs maudits répétés sont envoyés contre la cible.
zts883e	L'adversaire est envahi d'une énergie ténébreuse.
zts884e	Le réquiem fait fuir les adversaires de peur, absorbant ainsi leur vie.
zts885e	Des fantômes maudits furieux et incontrôlables tirent sur l'adversaire.
zts886e	monster skill
zts887e	monster skill
zts888e	monster skill
zts889e	monster skill
zts890e	monster skill
zts891e	monster skill
zts892e	monster skill
zts893e	monster skill
zts894e	monster skill
zts895e	monster skill
zts896e	monster skill
zts897e	monster skill
zts898e	monster skill
zts899e	monster skill
zts900e	monster skill
zts901e	monster skill
zts902e	monster skill
zts903e	monster skill
zts904e	monster skill
zts905e	monster skill
zts906e	monster skill
zts907e	monster skill
zts908e	monster skill
zts909e	monster skill
zts910e	monster skill
zts911e	monster skill
zts912e	monster skill
zts913e	monster skill
zts914e	monster skill
zts915e	monster skill
zts916e	monster skill
zts917e	monster skill
zts918e	monster skill
zts919e	monster skill
zts920e	monster skill
zts921e	monster skill
zts922e	monster skill
zts923e	monster skill
zts924e	monster skill
zts925e	monster skill
zts926e	monster skill
zts927e	monster skill
zts928e	monster skill
zts929e	monster skill
zts930e	monster skill
zts931e	monster skill
zts932e	monster skill
zts933e	monster skill
zts934e	monster skill
zts935e	monster skill
zts936e	monster skill
zts937e	monster skill
zts938e	monster skill
zts939e	monster skill
zts940e	monster skill
zts941e	monster skill
zts942e	monster skill
zts943e	monster skill
zts944e	monster skill
zts945e	monster skill
zts946e	monster skill
zts947e	monster skill
zts948e	monster skill
zts949e	monster skill
zts950e	Reposer
zts951e	(C)
zts952e	Ramasser
zts953e	(X,`)
zts954e	La force physique augmente de 5.
zts955e	La force physique augmente de 15.
zts956e	[Expert] Attaque renforcée
zts957e	La force physique augmente de 60.
zts958e	L'adresse augmente de 5.
zts959e	L'adresse augmente de 15.
zts960e	L'adresse augmente de 60.
zts961e	La force de l'esprit augmente de 5.
zts962e	La force de l'esprit augmente de 30.
zts963e	La force de l'esprit augmente de 60.
zts964e	Les HP augmentent durablement de 300.
zts965e	Les HP augmentent durablement de 1 000.
zts966e	Les HP augmentent durablement de 3 000.
zts967e	Les MP augmentent durablement de 300.
zts968e	Les MP augmentent durablement de 1 000.
zts969e	Les MP augmentent durablement de 3 000.
zts970e	[Débutant] Guérison naturelle
zts971e	Spécialisation en morts-vivants
zts972e	La force d'attaque rapprochée augmente contre les morts-vivants de faible niveau.
zts973e	Capture un animal pour en faire ton NosMate.
zts974e	1. Sélectionne un animal et vérifie s'il a bien une icône de capture.
zts975e	2. Attaque-le jusqu'à ce que ses HP tombent au-dessous de 50 %.
zts976e	3. Pour l'attraper, tu devras utiliser la compétence Capturer.
zts977e	4. En cas d'échec, tu dois attendre jusqu'à ce que la compétence puisse être réactivée avant d'essayer à nouveau.
zts978e	La force d'attaque augmente de 1 niveau.
zts979e	La force d'attaque rapprochée du Coup de rage augmente.
zts980e	La force d'attaque augmente.
zts981e	La force d'attaque rapprochée du Coup vengeur et les dégâts des coups critiques augmentent.
zts982e	La force d'attaque rapprochée de l'Onde terrestre augmente.
zts983e	La force d'attaque rapprochée de la Bourrasque augmente.
zts984e	La force d'attaque rapprochée de la double attaque augmente.
zts985e	La force d'attaque à distance du Tir dynamique augmente.
zts986e	Provoque un coup important.
zts987e	Attire l'adversaire devant toi.
zts988e	Tourne rapidement pour infliger des dégâts aux adversaires proches.
zts989e	Tire une flèche pour repousser l'adversaire.
zts990e	Des flèches sont tirées en plein saut pour pouvoir infliger des dégâts aux adversaires proches sans subir de pénalité.
zts991e	Cette attaque à distance te permet de tirer des flèches contre l'adversaire dans un rayon de 3 champs.
zts992e	Inflige des dégâts critiques avec une dague.
zts993e	L'adversaire est empoisonné par une attaque par dague supplémentaire.
zts994e	Retourne-toi et attaque parallèlement tous les adversaires proches.
zts995e	Cette attaque surprise interrompt le mouvement de l'adversaire.
zts996e	L'énergie est concentrée pour la prochaine attaque.
zts997e	La précision et les dégâts critiques de l'Aventurier augmentent.
zts998e	Pointe de flèche empoisonnée
zts999e	La force d'attaque à distance du Tir ciblé augmente.
zts1000e	La force d'attaque à distance du Tir puissant augmente.
zts1001e	Barrière magique
zts1002e	Un bouclier diminue les dégâts de chaque attaque avec une certaine probabilité.
zts1003e	Préservation de la nature
zts1004e	Un bouclier protecteur enveloppe ton groupe et réduit les dégâts d'éléments.
zts1005e	La force d'attaque à distance du Tir rapide augmente.
zts1006e	La force d'attaque à distance de la Pluie de flèches augmente.
zts1007e	Renforcement
zts1008e	La force d'attaque rapprochée du Coup assaillant et la probabilité d'interrompre le mouvement augmentent.
zts1009e	La force d'attaque rapprochée de la Pointe mortelle augmente.
zts1010e	Explosion
zts1011e	Avec une certaine probabilité, la Boule de feu s'étend à une Explosion de flamme.
zts1012e	Gel
zts1013e	L'utilisation de la Flèche glaciale permet de geler l'adversaire avec une certaine probabilité.
zts1014e	La force d'attaque magique du Missile magique augmente.
zts1015e	Renforcement de 1 niveau
zts1016e	La force d'attaque magique et l'élément Eau de la tornade sont renforcés.
zts1017e	Renforcement de 2 niveaux
zts1018e	La force d'attaque magique du Lancer de pierre augmente.
zts1019e	La force d'attaque magique du Projectile magique augmente.
zts1020e	La probabilité de coups critiques augmente et des dégâts supplémentaires sont infligés.
zts1021e	La force d'attaque augmente de 2 niveaux.
zts1022e	Employer l'élément Eau niveau 1
zts1023e	Le Tir magique bénéficie de l'élément Eau.
zts1024e	Tu donnes un violent coup d'épée devant toi.
zts1025e	En te concentrant sur ton corps, tu augmentes toutes les résistances.
zts1026e	Approche-toi tout doucement de ton adversaire et flanque lui un coup de côté.
zts1027e	Provoque une syncope à ton adversaire en le touchant avec un gros projectile.
zts1028e	Tire une flèche avec explosif pour provoquer de lourds dégâts.
zts1029e	Spécialisation PvP
zts1030e	La force d'attaque rapprochée augmente en PvP.
zts1031e	Employer l'élément Feu de niveau 1
zts1032e	Le Coup de rage bénéficie de l'élément Feu.
zts1033e	Employer l'élément Feu niveau 2
zts1034e	Employer l'élément Obscurité niveau 1
zts1035e	Le Coup de rage bénéficie de l'élément Obscurité.
zts1036e	Employer l'élément Obscurité niveau 2
zts1037e	La force d'attaque rapprochée de la Lame brillante augmente.
zts1038e	Spécialisation en monstres de faible niveau
zts1039e	La force d'attaque rapprochée augmente contre les monstres de faible niveau.
zts1040e	Spécialisation en animaux
zts1041e	La force d'attaque rapprochée augmente contre les animaux de faible niveau.
zts1042e	Spécialisation en plantes
zts1043e	La force d'attaque rapprochée augmente contre les plantes de faible niveau.
zts1044e	La force d'attaque à distance augmente contre les monstres de faible niveau.
zts1045e	La force d'attaque à distance augmente contre les animaux de faible niveau.
zts1046e	La force d'attaque augmente de 3 niveaux.
zts1047e	La force d'attaque augmente de 4 niveaux.
zts1048e	Employer l'élément Feu
zts1049e	Transforme l'élément en élément Feu.
zts1050e	La probabilité d'une syncope augmente en cas d'attaque de rigueur.
zts1051e	L'effet et la durée de la Malédiction du sang sont renforcés.
zts1052e	La force d'attaque rapprochée de l'Attaque éclair augmente et l'adversaire est pétrifié.
zts1053e	Attire subitement ton adversaire devant toi pour le déconcentrer.
zts1054e	La force d'attaque à distance du Tir d'explosion augmente.
zts1055e	La force d'attaque à distance augmente contre les plantes de faible niveau.
zts1056e	La force d'attaque à distance du Tir de saut augmente.
zts1057e	L'effet et la durée du Rituel du faucon sont maximisés.
zts1058e	Épine toxique renforcée niveau 1
zts1059e	Applique une épine toxique sur la dague.
zts1060e	Épine toxique renforcée niveau 2
zts1061e	Le Tir d'explosion bénéficie de l'élément Feu.
zts1062e	La force d'attaque à distance augmente contre les morts-vivants de faible niveau.
zts1063e	La force d'attaque à distance augmente en PvP.
zts1064e	Tire une flèche enflammée pour brûler l'adversaire.
zts1065e	Le Boulon d'énergie bénéficie de l'élément Eau.
zts1066e	Employer l'élément Eau niveau 2
zts1067e	Le Tir magique bénéficie de l'élément Feu.
zts1068e	La force d'attaque magique augmente et l'élément Feu de la Boule de feu est renforcé.
zts1069e	La force d'attaque magique augmente et l'élément Eau de la Flèche glaciale est renforcé.
zts1070e	La force d'attaque magique augmente et l'élément Feu de la Colonne de feu est renforcé.
zts1071e	Déclenche une Pluie de flèches en tirant des flèches magiques en l'air.
zts1072e	La dague poignarde le point faible de ton adversaire pour provoquer de lourds dégâts.
zts1073e	Poison paralysant
zts1074e	La pointe de la flèche est imprégnée d'un poison paralysant pour affaiblir ton adversaire.
zts1075e	Poison intensif
zts1076e	Mets du poison intensif sur la pointe de tes flèches pour blesser ton adversaire.
zts1077e	Poison mortel renforcé : niveau 1
zts1078e	Enduis la dague d'un poison mortel.
zts1079e	Poison mortel renforcé : niveau 2
zts1080e	Les Pics de glace invoqués surgissent du sol pour provoquer de lourds dégâts à l'adversaire.
zts1081e	Jugement du ciel
zts1082e	La lumière du ciel inflige de violents dégâts à l'adversaire.
zts1083e	La lave qui t'entoure brûle les adversaires proches.
zts1084e	L'arme enchantée tire un sort massif.
zts1085e	Propage l'aura de la mort pour décourager tes ennemis.
zts1086e	Des Pics de glace encore plus froids sont générés, la force d'attaque magique augmente et la probabilité de gel est plus élevée.
zts1087e	Le Jugement du ciel bénéficie de l'élément Eau.
zts1088e	La lave particulièrement brûlante augmente la force d'attaque magique et la probabilité de brûlure fatale.
zts1089e	Invocation de Calvina
zts1090e	Attaque de base de Calvina
zts1091e	Syncope niveau 1
zts1092e	Cette Flèche brillante est enchantée pour provoquer une syncope à l'adversaire et lui infliger plus de dégâts.
zts1093e	La force d'attaque rapprochée augmente pour les attaques des points faibles et provoque des saignements importants chez l'adversaire.
zts1094e	L'effet d'animation est activé et sa puissance est maximisée.
zts1095e	La Bourrasque bénéficie de l'élément Feu.
zts1096e	La Bourrasque bénéficie de l'élément Obscurité.
zts1097e	Le Tir dynamique bénéficie de l'élément Feu.
zts1098e	Le Tir dynamique bénéficie de l'élément Obscurité.
zts1099e	La Double attaque bénéficie de l'élément Feu.
zts1100e	La Double attaque bénéficie de l'élément Obscurité.
zts1101e	La portée augmente.
zts1102e	La portée de l'Attaque éclair augmente.
zts1103e	L'Onde terrestre bénéficie de l'élément Feu.
zts1104e	Employer l'élément Obscurité
zts1105e	L'Onde terrestre bénéficie de l'élément Obscurité.
zts1106e	Le Coup vengeur bénéficie de l'élément Feu.
zts1107e	Le Coup vengeur bénéficie de l'élément Obscurité.
zts1108e	Neutralisation de défense niveau 1
zts1109e	Attaque un point faillible de ton adversaire pour détruire son armure.
zts1110e	Neutralisation de défense niveau 2
zts1111e	Neutralisation de défense niveau 3
zts1112e	Une attaque qui inflige une syncope à l'adversaire d'un coup de poignée d'épée.
zts1113e	Attire l'adversaire devant toi pour faire diversion.
zts1114e	L'effet et la durée de l'Oppression sont maximisés.
zts1115e	L'élément devient un élément Obscurité.
zts1116e	Le Coup d'épée est amélioré.
zts1117e	La Lame brillante bénéficie de l'élément Feu.
zts1118e	La Lame brillante bénéficie de l'élément Feu.
zts1119e	L'effet d'animation de la Lame brillante est activé et sa puissance est maximisée.
zts1120e	Le Tir d'explosion bénéficie de l'élément Obscurité.
zts1121e	L'effet d'animation du Tir d'explosion est activé et sa puissance est maximisée.
zts1122e	1re compétence d'attaque du renard
zts1123e	2e compétence d'attaque du renard
zts1124e	3e attaque de base du renard
zts1125e	1re attaque de chasse du loup
zts1126e	2e attaque de chasse du loup
zts1127e	3e attaque de chasse du loup
zts1128e	Employer l'élément Eau
zts1129e	Le Tir ciblé bénéficie de l'élément Eau.
zts1130e	Employer l'élément Lumière
zts1131e	Le Tir ciblé bénéficie de l'élément Lumière.
zts1132e	La précision augmente.
zts1133e	La probabilité de toucher l'adversaire par un Tir ciblé augmente.
zts1134e	La probabilité de coups critiques augmente.
zts1135e	La probabilité de coups critiques du tir ciblé augmente.
zts1136e	Améliorer (coup critique)
zts1137e	La probabilité de coups critiques du tir ciblé augmente.
zts1138e	Le Tir puissant bénéficie de l'élément Eau.
zts1139e	Le Tir puissant bénéficie de l'élément Lumière.
zts1140e	Choc renforcé niveau 1
zts1141e	Tire une flèche pour faire reculer l'adversaire loin derrière.
zts1142e	Choc renforcé niveau 2
zts1143e	Choc renforcé niveau 3
zts1144e	La force d'attaque à distance du Tir puissant est maximisée.
zts1145e	L'effet d'animation du tir perçant est activé. La force et la probabilité de coups critiques sont maximisées.
zts1146e	Le Tir de saut bénéficie de l'élément Eau.
zts1147e	Employer l'élément Lumière niveau 1
zts1148e	Le Tir de saut bénéficie de l'élément Lumière.
zts1149e	Employer l'élément Lumière niveau 2
zts1150e	La force d'attaque à distance du Tir de saut est maximisée.
zts1151e	Le Tir rapide bénéficie de l'élément Lumière.
zts1152e	Le Tir rapide bénéficie de l'élément Eau.
zts1153e	La force d'attaque à distance du Tir rapide est maximisée.
zts1154e	La Pluie de flèches bénéficie de l'élément Eau.
zts1155e	La Pluie de flèches bénéficie de l'élément Lumière.
zts1156e	La force d'attaque à distance de la Pluie de flèches est maximisée.
zts1157e	La Pointe mortelle bénéficie de l'élément Eau.
zts1158e	La Pointe mortelle bénéficie de l'élément Lumière.
zts1159e	Saignement
zts1160e	L'adversaire subi un coup de lame provoquant un saignement.
zts1161e	Syncope
zts1162e	L'adversaire subi un coup de lame provoquant une syncope.
zts1163e	La force d'attaque rapprochée de la Pointe mortelle est maximisée.
zts1164e	Le Coup assaillant bénéficie de l'élément Eau.
zts1165e	Le Coup assaillant bénéficie de l'élément Lumière.
zts1166e	L'attaque rapprochée du coup assaillant est maximisée et la probabilité de coups critiques augmente.
zts1167e	Syncope niveau 2
zts1168e	L'effet d'animation de la flèche brillante est activé et sa puissance est maximisée.
zts1169e	L'effet d'animation de l'attaque aux points faibles est activé. La force et la probabilité de coups critiques sont maximisées.
zts1170e	Le tire cible les jambes de l'adversaire augmentant la force d'attaque à distance et la probabilité de blesser l'adversaire à la jambe.
zts1171e	La force d'attaque à distance du ciblage précis est maximisée et la précision augmente.
zts1172e	Le Boulon d'énergie bénéficie de l'élément Feu.
zts1173e	Le Missile magique bénéficie de l'élément Eau.
zts1174e	Le Missile magique bénéficie de l'élément Feu.
zts1175e	La force d'attaque magique du Missile magique est maximisée.
zts1176e	La force d'attaque magique du Lancer de pierre est maximisée pour provoquer plus facilement une syncope chez l'adversaire.
zts1177e	Protection de la Lumière
zts1178e	L'élément Lumière protège la Préservation de la nature.
zts1179e	Protection de l'Obscurité
zts1180e	L'élément Obscurité protège la Préservation de la nature.
zts1181e	L'effet d'animation des Pics de glace est activé et leur puissance est maximisée.
zts1182e	Le Projectile magique bénéficie de l'élément Feu.
zts1183e	Le Projectile magique bénéficie de l'élément Eau.
zts1184e	La force d'attaque magique du Projectile magique est maximisée.
zts1185e	La force d'attaque augmente pendant le Rétablissement de magie.
zts1186e	L'effet de la barrière magique est maximisé. La durée d'effet augmente et les dégâts sont absorbés.
zts1187e	Renforcement niveau 3
zts1188e	Protection à distance niveau 1
zts1189e	Protection à distance niveau 2
zts1190e	Protection à distance niveau 3
zts1191e	Protection magique niveau 1
zts1192e	Protection magique niveau 2
zts1193e	Protection magique niveau 3
zts1194e	Récupération supérieure niveau 2
zts1195e	L'aveuglement est renforcé pour rendre l'adversaire encore plus aveugle.
zts1196e	La vitesse de déplacement augmente.
zts1197e	Précision réduite
zts1198e	La puissance magique se concentre pour endormir l'adversaire.
zts1199e	Le Rayon magique bénéficie de l'élément Feu.
zts1200e	Le Rayon magique bénéficie de l'élément Eau.
zts1201e	La force d'attaque augmente.
zts1202e	La force d'attaque du Rayon magique est maximisée.
zts1203e	L'effet d'animation de la zone de magma est activé et sa puissance est maximisée.
zts1204e	3e attaque puissante du renard
zts1205e	3e attaque de base du laineux
zts1206e	3e attaque de base du diablotin
zts1207e	3e attaque de base du jelly
zts1208e	3e attaque de base du hamster
zts1209e	Protection de l'Eau
zts1210e	La préservation de la nature est assurée par l'élément Eau.
zts1211e	Protection du Feu
zts1212e	La préservation de la nature est assurée par l'élément Feu.
zts1213e	L'effet d'animation du Jugement du ciel est activé et sa puissance est maximisée.
zts1214e	Améliorer (force d'attaque)
zts1215e	La force d'attaque à distance du Tir ciblé est maximisée.
zts1216e	Téléportation de la sorcière-glaçon
zts1217e	Attaque du gardien des démons
zts1218e	Attaque du gardien des anges
zts1219e	Attaque glaciale
zts1220e	Attaque de base du haillon déchiré
zts1221e	Attaque de zone du géant brumeux
zts1222e	Attaque de base de la dame diabolique
zts1223e	Invocation de la reine taupe
zts1224e	Guérison de Mysticaron
zts1225e	Attaque de toutes parts
zts1226e	Attaque de toutes parts 2
zts1227e	Attaque de base de l'esprit mandragore
zts1228e	Attaque de base de la bête maudite
zts1229e	Vide
zts1230e	La Lumière sacrée affaiblit tous les adversaires ne disposant pas de l'élément Lumière.
zts1231e	La Lumière sacrée renforce ton groupe.
zts1232e	Amour
zts1233e	(Alt + Q)
zts1234e	Salut
zts1235e	(Alt + W)
zts1236e	Sourire pincé
zts1237e	(Alt + E)
zts1238e	Rire
zts1239e	(Alt + R)
zts1240e	Timide
zts1241e	(Alt + T)
zts1242e	Hehe
zts1243e	(Alt + Y)
zts1244e	Ooops
zts1245e	(Alt + U)
zts1246e	Ahhh
zts1247e	(Alt + l)
zts1248e	Embarrasser
zts1249e	(Alt + O)
zts1250e	Victoire
zts1251e	(Alt + P)
zts1252e	Quoi ?
zts1253e	Quoi ? (Alt + A)
zts1254e	Tu me fais marcher?
zts1255e	(Alt + S)
zts1256e	Vouloir
zts1257e	(Alt + D)
zts1258e	Honte
zts1259e	(Alt + F)
zts1260e	Fâché
zts1261e	(Alt + G)
zts1262e	Payera
zts1263e	(Alt + H)
zts1264e	Je t´ai
zts1265e	(Alt + J)
zts1266e	Refléter
zts1267e	(Alt + K)
zts1268e	Larmes
zts1269e	(Alt + L)
zts1270e	Pleurer
zts1271e	(Alt + Z)
zts1272e	Sanglot
zts1273e	(Alt + X)
zts1274e	Brûler
zts1275e	(Alt + C)
zts1276e	Garçon nerveux
zts1277e	(Alt + V)
zts1278e	Fille nerveuse
zts1279e	(Alt + B)
zts1280e	Hmmmm
zts1281e	(Alt + N)
zts1282e	Bleh
zts1283e	(Alt + M)
zts1284e	Menton long
zts1285e	(Alt +,)
zts1286e	monster skill
zts1287e	monster skill
zts1288e	monster skill
zts1289e	monster skill
zts1290e	monster skill
zts1291e	monster skill
zts1292e	monster skill
zts1293e	monster skill
zts1294e	monster skill
zts1295e	monster skill
zts1296e	Apprends à cuisiner pour le groupe.
zts1297e	La force d'attaque du Coup d'épée augmente.
zts1298e	Pour augmenter ta force d'attaque et celle de ton groupe, tes HP diminuent temporairement.
zts1299e	Ta force de défense augmente.
zts1300e	La précision et la probabilité de coups critiques augmentent.
zts1301e	La force d'attaque du Projectile magique augmente.
zts1302e	La force d'attaque augmente et l'élément Feu du Projectile explosif est renforcé.
zts1303e	Employer l'élément Feu niveau 3
zts1304e	L'effet de la Malédiction du sang est renforcé.
zts1305e	Employer l'élément Obscurité niveau 3
zts1306e	La force d'attaque augmente de 5 niveaux.
zts1307e	L'effet de l'Œil du faucon est maximisé.
zts1308e	Les Pics de glace créés sont encore plus froids que d'habitude et la force d'attaque magique augmente.
zts1309e	Le Jugement du ciel bénéficie de l'élément Feu.
zts1310e	Le magma créé augmente la force d'attaque magique.
zts1311e	Attaque de zone de l'ermite sombre
zts1312e	Cette Flèche brillante est enchantée pour provoquer une syncope à l'adversaire et lui infliger plus de dégâts.
zts1313e	L'animation de l'effet de la Flèche brillante est activé, ce qui maximise sa force.
zts1314e	La force d'attaque à distance du Projectile magique est maximisée.
zts1315e	Propage l'aura de la mort pour décourager tes ennemis et réduire leur vitesse de déplacement.
zts1316e	Propage l'aura de la mort pour décourager tes ennemis et réduire leur précision.
zts1317e	La force d'attaque magique de la Boule de feu augmente.
zts1318e	La force d'attaque magique de la Flèche glaciale augmente.
zts1319e	Avec ton épée, tes attaques sont comme un tourbillon.
zts1320e	Cette compétence concentre toute ton énergie pour détruire tes environs d'un coup violent.
zts1321e	La probabilité de coups critiques augmente temporairement pour toi et ton groupe.
zts1322e	Ta vitesse de déplacement et celle de ton groupe augmentent temporairement.
zts1323e	Les dégâts augmentent temporairement lorsque tu infliges un coup critique.
