zts1e	Abenteurerausbildung für Anfänger
zts1016e	Wache Putran aus Gartons Lagerumfeld bittet dich, den eiligen Bericht der Patrouille B schnellstmöglich zu Repräsentantin Semia im Akamurquartier zu bringen.
zts1017e	Repräsentantin Semia vom Akamurquartier übergibt dir Kommandant Kerus eiligen Bericht und ein Täschchen mit etwas Geld, welches du Xavier in der Zone des Chaos bringen sollst.
zts1018e	Repräsentantin Semia vom Akamurquartier bittet dich den Bericht Nephi zu übergeben.
zts1019e	Die letzte Verhandlung
zts1020e	Repräsentantin Semia vom Akamurquartier bittet dich, Velmon in der Zone des Chaos zu suchen und eine Möglichkeit für Verhandlungen mit den Wüstenräubern zu finden.
zts1021e	Velmon aus der Zone des Chaos bittet dich, den versiegelten Brief zu Repräsentant Rushaldin ins Wüstenräuberlager zu bringen.
zts1022e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, den Wüstenräuber, der eure Unterhaltung belauscht hat, zu erledigen.
zts1023e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, die merkwürdige Medizinflasche zu beschaffen.
zts1024e	Nachdem Rushaldin aus dem Wüstenräuberlager geflohen ist, musst du ihm den Weg bahnen, damit er sicher in die Zone des Chaos gelangen kann.
zts1025e	Repräsentant Rushaldin bittet dich, seinen geheimen Brief mit Informationen über die derzeitige Situation im Wüstenräuberlager einer wichtigen Person der Akamurhändler zu überreichen.
zts1026e	Repräsentantin Semia vom Akamurquartier bittet dich, den Bericht Nephi zu überreichen.
zts1027e	Kenne deinen Feind so gut wie dich selbst
zts1028e	Nephi vom Akamurquartier bittet dich den Brief zu Repräsentantin Semia zu bringen.
zts1029e	Repräsentantin Semia vom Akamurquartier bittet dich, den Brief mit der Aufschrift "Missionsname: Kenne deinen Feind wie dich selbst", Velmon aus der Zone des Chaos zu überreichen.
zts1030e	Velmon aus der Zone des Chaos bittet dich, die Wüstenräuber und Kommandant Keru in Kerus Lager zu erledigen. Des Weiteren sollst du die merkwürdige Truhe von Keru untersuchen.
zts1031e	Bringe die Skizze der Wüstenräuber zu Velmon in der Zone des Chaos!
zts1032e	Velmon aus der Zone des Chaos bittet dich, die Wüstenräuber und den Kommandanten Garton in Gartons Lager zu erledigen und anschließend Gartons merkwürdige Truhe zu untersuchen.
zts1033e	In der merkwürdigen Truhe in Gartons Lager kannst du eine Skizze der Wüstenräuber finden. Bringe sie zu Velmon aus der Zone des Chaos!
zts1034e	Velmon aus der Zone des Chaos möchte eine Beurteilung der Skizze haben und bittet dich darum, Xavier dazu zu befragen.
zts1035e	Die vervollständigte Skizze der Wüstenräuber muss Repräsentantin Semia im Akamurquartier übergeben werden.
zts1036e	Vernichtung der Wüstenräuber
zts1037e	Nephi vom Akamurquartier bittet dich, das Schreiben mit dem Befehl zum Angriff an Repräsentantin Semia zu überreichen und anschließend ihren Anweisungen Folge zu leisten.
zts1038e	Semia aus dem Akamurquartier bittet dich, die Räuber im Wüstenräuberlager anzugreifen.
zts1039e	Repräsentantin Semia vom Akamurquartier bittet dich, den Bericht über den Angriff auf das Wüstenräuberlager an Nephi zu übergeben.
zts1040e	Die Suche nach wertvollen Handelsartikeln
zts1041e	Nephi vom Akamurquartier bittet dich, den Bericht von Präsident Noah über die Suche nach den wertvollen Handelsartikeln zu Repräsentantin Semia zu bringen.
zts1042e	Dem Bericht von Repräsentantin Semia vom Akamurquartier zufolge müssen die Handelsartikel in einer Truhe in Kerus Lager sein. Suche den oberen Teil des Reliktes vom Astertempel!
zts1043e	Repräsentantin Semia vom Akamurquartier bittet dich, den unteren Teil des Reliktes vom Astertempel in Gartons Lager zu suchen, welcher irgendwo in einer Truhe zu finden ist.
zts1044e	Repräsentantin Semia vom Akamurquartier bittet dich, den mittleren Teil des Reliktes vom Astertempel zu suchen, welcher irgendwo in einer Truhe im Wüstenräuberlager zu finden ist.
zts1045e	Repräsentantin Semia vom Akamurquartier bittet dich, das Relikt des Astertempels, Hohepriester Eladin zu überbringen.
zts1046e	Der gefangene Händler
zts1047e	Nimm den Zettel mit dem Hilferuf und gehe zum Wüstenräuberlager. Suche den Gefangenen Sharif, der dort irgendwo festgehalten wird!
zts1048e	Der Gefangene Sharif aus dem Wüstenräuberlager bittet dich, den Schlüssel zu suchen, damit er befreit werden kann.
zts1049e	Der Gefangene Sharif aus dem Wüstenräuberlager bittet dich, ihn zu befreien. Nach der Befreiung musst du das Geschehene Repräsentantin Semia vom Akamurquartier berichten.
zts1050e	Das seltsame Relikt
zts1051e	Das Reliktstück muss zu Repräsentantin Semia in der Wüstenadlerstadt gebracht werden.
zts1052e	Repräsentantin Semia bittet dich, die Tasche, die das zerbrochene Reliktstück enthält, zu Nephi im Akamurquartier zu bringen.
zts1053e	Die Geister des Asterinnenhofs
zts1054e	Hohepriester Eladin vom Astertempel bittet dich, zu Priesterin Vera zu gehen und ihren Anweisungen Folge zu leisten.
zts1055e	Priesterin Vera vom Astertempel bittet dich, die Bücherei im Untergrund des Astertempels zu untersuchen.
zts1056e	Priesterin Vera vom Astertempel bittet dich, die Untergrundhöhlen am heiligen Zentrumsplatz zu untersuchen.
zts1057e	Priesterin Vera vom Astertempel bittet dich, die Gebetshalle im Asterzentrum zu untersuchen.
zts1058e	Der heilige Zentrumsplatz muss untersucht werden. Ich denke, man kann Spuren finden, die vom Ereignis am heiligen Zentrumsplatz im Untergrund des Astertempels stammen.
zts1059e	Priesterin Vera vom Astertempel bittet dich, den Bericht zu Hohepriester Eladin zu bringen.
zts1060e	Das Chaos des Astertempels
zts1061e	Priesterin Vera vom Astertempel bittet dich, Geisteressenz mitzubringen, nachdem du die Geister in der Bücherei erledigt hast.
zts1062e	Priesterin Vera vom Astertempel bittet dich, die Geisteressenz zu besorgen, nachdem du die Geister in den Untergrundhöhlen des Astertempels erledigt hast.
zts1063e	Priesterin Vera vom Astertempel bittet dich, die Geisteressenz zu besorgen, nachdem du die Geister in der Gebetshalle des Astertempels erledigt hast.
zts1064e	Priesterin Vera vom Astertempel bittet dich, die Geisteressenz zu besorgen, nachdem du die Geister am heiligen Zentrumsplatz im Astertempel erledigt hast.
zts1065e	Priesterin Vera vom Astertempel bittet dich, die magische Tasche mit der Geisteressenz, die bis jetzt gesammelt wurde, zu Hohepriester Eladin zu bringen.
zts1066e	Gehet in Frieden, ihr Geister
zts1067e	Hohepriester Eladin vom Astertempel bittet dich, zum Akamurquartier zu gehen und die schon vor einiger Zeit aufgegebene Warenliste zu überprüfen.
zts1068e	Nephi vom Akamurquartier meint, dass die Warenliste vom Astertempel bereits von Repräsentantin Semia überprüft wurde.
zts1069e	Repräsentantin Semia vom Akamurquartier sagt, dass die Waren auf der Warenliste sich in Gartons Lager befinden.
zts1070e	Repräsentantin Semia vom Akamurquartier meint, dass die Räucherstäbchen zu Hohepriester Eladin gebracht werden müssen.
zts1071e	Hohepriester Eladin bittet dich, die Seele eines Priesters, der sich irgendwo im Astertempel befindet, mit den Räucherstäbchen, die den Segen des Sonnengottes in sich tragen, zu ehren.
zts1072e	Priesterin Nora, die sich im Untergrund des Astertempels befindet, bittet dich, den Duft auf der Leiche des toten Priesters in der Bücherei zu platzieren.
zts1073e	Priesterin Nora im Untergrund des Astertempels bittet dich, den Duft auf der Leiche des toten Priesters zu platzieren.
zts1074e	Priesterin Nora im Untergrund des Astertempels bittet dich, den Duft auf der Leiche des toten Priesters in der Gebetshalle zu platzieren.
zts1075e	Priesterin Nora im Untergrund des Astertempels bittet dich, den Duft auf der Leiche des toten Schatzsuchers in der Gebetshalle zu platzieren.
zts1076e	Priesterin Nora bittet dich, den Brief eines Toten jemandem zu überreichen, der ihn lesen kann.
zts1077e	Bringe dem Hohepriester Eladin den Brief des verärgerten Toten. Er wird dir mehr über den Inhalt erzählen können.
zts1078e	Das Relikt der Ideen
zts1079e	Bringe Hohepriester Eladin das zerbrochene Relikt von Grenigas!
zts1080e	Hohepriester Eladin vom Astertempel bittet dich darum, das zerbrochene Relikt von Grenigas zu finden und anschließend zu Priesterin Vera zu bringen.
zts1081e	Priesterin Vera vom Astertempel bittet dich, das zerbrochene Relikt von Grenigas im Untergrund des Astertempels zu suchen.
zts1082e	Priesterin Vera vom Astertempel bittet dich, das Reliktstück von Grenigas am heiligen Zentrumsplatz im Untergrund des Astertempels zu suchen.
zts1083e	Priesterin Vera vom Astertempel bittet dich, das Reliktstück von Grenigas am heiligen Zentrumsplatz im Asterzentrum zu suchen.
zts1084e	Der verschwundene Ermittler
zts1085e	Riana aus dem Schatzsucherlager bittet dich, den verschwundenen Ermittler zu suchen.
zts1086e	Serena vom Schatzsucherlager bittet dich, den Bericht der Wüstenräuber über den Tempelplatz in Gartons Lager zu suchen.
zts1087e	Serena vom Schatzsucherlager bittet dich, den Bericht der Wüstenräuber über den Tempelplatz zu beschaffen, der beim Tempelpfad im Besitz der Wüstenräuber ist. Anschließend sollst du den verschwundenen Ermittler im Tempelplatz suchen.
zts1088e	Michol vom Tempelplatz bittet dich, ihm mehr Zeit zu verschaffen, so dass die Verletzungen der Ermittler behandelt werden können!
zts1089e	Michol vom Tempelplatz bittet dich, das Fragment der Schrifttafel zu erlangen, welches von den Monstern gestohlen wurde.
zts1090e	Michol vom Tempelplatz bittet dich, die untersuchten Gegenstände zu Serena im Schatzsucherlager zu bringen.
zts1091e	Serena aus dem Schatzsucherlager bittet dich den Bericht von Michol an Riana zu überbringen.
zts1092e	Die Untersuchung des Tempelplatzes
zts1093e	Michol vom Tempelplatz bittet dich, die Monster in der Umgebung zu erledigen damit die Untersuchungen fortgesetzt werden können.
zts1094e	Michol vom Tempelplatz bittet dich, die Monster in der Umgebung zu erledigen damit die Untersuchungen fortgesetzt werden können.
zts1095e	Michol vom Tempelplatz bittet dich, die Monster in der Sonderregion C zu erledigen damit die Untersuchungen fortgesetzt werden können.
zts1096e	Michol vom Tempelplatz bittet dich, den Bericht mit den Zusatzinformationen über den Tempelplatz zu suchen, den ein Ermittler verloren hat.
zts1097e	Michol vom Tempelplatz bittet dich, den bisher gefertigten Bericht über den Tempelplatz zu Serena im Schatzsucherlager zu bringen.
zts1098e	Serena aus dem Schatzsucherlager bittet dich, ihren kurzen Untersuchungsbericht an Riana zu überbringen.
zts1099e	Die wahre Natur des Tempelplatzes
zts1100e	Michol vom Tempelplatz bittet dich, die erste Schrifttafel zu beschaffen.
zts1101e	Michol vom Tempelplatz bittet dich, die zweite Schrifttafel zu beschaffen.
zts1102e	Michol vom Tempelplatz bittet dich, die dritte Schrifttafel zu beschaffen.
zts1103e	Michol vom Tempelplatz bittet dich, die zerbrochenen Schrifttafeln von den Monster zu erlangen.
zts1104e	Michol vom Tempelplatz bittet dich, den Behälter mit den zerbrochenen Schrifttafeln zu Serena im Schatzsucherlager zu bringen.
zts1105e	Serena aus dem Schatzsucherlager bittet dich, den kurzen Bericht an Riana zu überbringen.
zts1106e	Der Wächter des Rashidtempels
zts1107e	Michol vom Tempelplatz bittet dich, die Monster in der Bücherei zu erledigen, damit die Untersuchungen in den Katakomben des Rashidtempels durchgeführt werden können.
zts1108e	Michol vom Tempelplatz bittet dich, die Monster in den Untergrundhöhlen zu erledigen, damit die Untersuchungen in den Katakomben des Rashidtempels fortgeführt werden können.
zts1109e	Michol vom Tempelplatz bittet dich, die Monster in der Gebetshalle zu erledigen, damit die Untersuchungen in den Katakomben des Rashidtempels fortgeführt werden können.
zts1110e	Michol vom Tempelplatz bittet dich, die Monster am heiligen Zentrumsplatz im Untergrund zu erledigen, damit die Untersuchungen in den Katakomben des Rashidtempels fortgeführt werden können.
zts1111e	Michol vom Tempelplatz bittet dich, seinen Bericht über den Wächter des Rashidtempels zu Serena im Schatzsucherlager zu bringen.
zts1112e	Serena aus dem Schatzsucherlager bittet dich, den kurzen Bericht über den Wächter des Rashidtempels zu Riana zu bringen.
zts1113e	Das Relikt des Rashidtempels
zts1114e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke in den Katakomben des Rashidtempels zu suchen. Untersuche auch die Bücherei!
zts1115e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke in den Katakomben des Rashidtempels zu suchen. Untersuche auch die Untergrundhöhlen!
zts1116e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke im Rashidzentrum zu suchen. Untersuche auch die Gebetshalle!
zts1117e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke in den Katakomben des Rashidtempels zu suchen. Untersuche auch den heiligen Zentrumsplatz!
zts1118e	Michol vom Tempelplatz bittet dich, die Tasche mit den Reliktstücken an Serena im Schatzsucherlager zu übergeben.
zts1119e	Serena vom Schatzsucherlager bittet dich, den Bericht über die Relikte vom Rashidtempel Riana zu überreichen.
zts1120e	Das Geheimnis des Rashidtempels
zts1121e	Michol vom Tempelplatz bittet dich, die erste zerbrochene Schrifttafel in den Katakomben des Rashidtempels zu suchen. Fange mit der Bücherei an, die sich in der Nähe des Eingangs befindet!
zts1122e	Michol vom Tempelplatz bittet dich, die zweite zerbrochene Schrifttafel in den Katakomben des Rashidtempels zu suchen. Gehe dafür zu den Untergrundhöhlen!
zts1123e	Michol vom Tempelplatz bittet dich, die dritte zerbrochene Schrifttafel in den Katakomben des Rashidtempels zu suchen. Gehe dafür zur Gebetshalle!
zts1124e	Michol vom Tempelplatz bittet dich, die vierte zerbrochene Schrifttafel in den Katakomben des Rashidtempels zu suchen. Gehe dafür zum heiligen Zentrumsplatz!
zts1125e	Michol vom Tempelplatz bittet dich, den Rucksack des Schatzsuchers zu Serena im Schatzsucherlager zu bringen.
zts1126e	Serena aus dem Schatzsucherlager bittet dich, den kurzen Bericht über die wahre Natur des Rashidtempels an Riana zu übergeben.
zts1127e	Ein Mann namens Xavier
zts1128e	Xavier aus der Zone des Chaos bittet dich, für ihn etwas Geld von seinem Freund Velmon zu leihen, da er kein Geld für seinen Alkohol hat.
zts1129e	Velmon aus der Zone des Chaos bittet dich, einige Zutaten für einen Zauber zu besorgen, um Xavier von seiner Depression zu erlösen. Er braucht die sogenannte Sandgeistessenz.
zts1130e	Velmon aus der Zone des Chaos bittet dich, einige Zutaten für einen Zauber zu besorgen, um Xavier von seiner Depression zu erlösen. Er braucht die sogenannte Windgeistessenz.
zts1131e	Velmon aus der Zone des Chaos bittet dich einige Zutaten für einen Zauber zu besorgen, um Xavier von seiner Depression zu erlösen. Er braucht Rum und Feenstaub aus Gartons Lager.
zts1132e	Velmon aus der Zone des Chaos gibt dir einen Behälter, den du zum Hohepriester Eladin im Astertempel bringen sollst, damit er den Zauber gegen die Depression vervollständigen kann.
zts1133e	Wenn du den besonderen Rum von Hohepriester Eladin im Astertempel zu Repräsentantin Semia vom Akamurquartier bringst, wird sie ihn so einpacken, dass er wieder wie neu aussieht.
zts1134e	Repräsentantin Semia vom Akamurquartier hat dir den Rum neu verpackt. Nimm diesen mit zu Xavier, damit seine Depression geheilt werden kann.
zts1135e	Xavier aus der Zone des Chaos ist eingeschlafen. Gehe zu Velmon und berichte ihm davon!
zts1136e	Der Brief an den Wüstenräuberanführer
zts1137e	Der Brief an den Wüstenräuberanführer ist in mehrere Stücke zerteilt. Wenn du welche davon findest, bringe sie zu Semia im Akamurquartier und befrage sie darüber.
zts1138e	Semia aus dem Akamurquartier bittet dich, die Monster in der verlorenen Wüste im Gegenzug für die Informationen zu erledigen. Suche danach Velmon in der Zone des Chaos auf.
zts1139e	Velmon bittet dich, seiner Patrouille in der Zone des Chaos auszuhelfen.
zts1140e	Velmon aus der Zone des Chaos meint, dass du Xavier suchen und befragen solltest, wenn du deine Informationen bekommen möchtest.
zts1141e	Xavier aus der Zone des Chaos sagt, dass der Inhalt des Briefes an ihn gerichtet ist, jedoch sagt er teilnahmslos, dass du Näheres besser mit Velmon besprechen solltest.
zts1142e	Die Wege der Wüstenräuberbande
zts1143e	Xavier aus der Zone des Chaos bittet dich Alkohol von Velmon zu besorgen, da er pleite ist. Es ist zwar absurd, aber helfen schadet ja nicht.
zts1144e	Velmon aus der Zone des Chaos bittet dich, ihm und seiner Patrouille zu helfen.
zts1145e	Velmon aus der Zone des Chaos bittet dich, die derzeitige Situation der Wüstenräuber mithilfe von Repräsentant Rushaldin aus dem Wüstenräuberlager zu klären.
zts1146e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, die Räuber dort zu erledigen.
zts1147e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, Kamil im Räuberinnenhof aufzusuchen.
zts1148e	Kamil bittet dich, die wachenden Wüstenräuber im Räuberlagerumfeld zu erledigen.
zts1149e	Kamil bittet dich, die Kommandanten Shoran und Shay zu erledigen, damit die Pläne der Wüstenräuber durchkreuzt werden.
zts1150e	Kamil bittet dich, das rostige Siegel des Anführers zu Velmon zu bringen.
zts1151e	Velmon aus der Zone des Chaos bittet dich, die Siegel wieder dem eigentlichen Besitzer zurückzugeben. Er zeigt mit dem Finger in Richtung Xavier.
zts1152e	Zeit für Verteidigung
zts1153e	Velmon aus der Zone des Chaos bittet dich, die Monster im Umfeld des Chaos und in der verlorenen Wüste zu erledigen.
zts1154e	Velmon aus der Zone des Chaos bittet dich die Wüstenräuber in der Zone des Chaos und in Kerus Lager zu erledigen.
zts1155e	Velmon aus der Zone des Chaos bittet dich, die Räuber in Gartons Lager zu erledigen.
zts1156e	Die Spaltung der Wüstenräuber
zts1157e	Das Tagebuch des Reisenden wurde im Untergrund des Astertempels gefunden. Nun musst du jemanden finden, der etwas darüber wissen könnte. Vielleicht weiß Kamil mehr.
zts1158e	Kamil bittet dich, den Feenstaub aus dem Wüstenräuberlager zu beschaffen. Zuvor musst du jedoch die Ledertasche einer Fee finden.
zts1159e	Kamil bittet dich, die merkwürdigen Taschen von den Wüstenräubern in der Umgebung zu beschaffen.
zts1160e	Kamil bittet dich, den merkwürdigen Behälter zu Repräsentant Rushaldin im Wüstenräuberlager zu bringen.
zts1161e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, seinem Freund den merkwürdigen Behälter von Kamil und den Brief von Repräsentant Rushaldin zu bringen. Er sagt, sein Freund sei in der Zone des Chaos.
zts1162e	Repräsentand Rushaldin aus der Zone des Chaos bittet dich, den Brief von Repräsentant Rushaldin zu Xavier zu bringen.
zts1163e	Jede Wirkung hat eine Ursache
zts1164e	Untersuche den Südwesten des Wüstenräuberlagers. Die störenden Wüstenräuber sollten gewissenhaft beseitigt werden.
zts1165e	Untersuche den Südosten des Wüstenräuberlagers. Die störenden Wüstenräuber sollten gewissenhaft beseitigt werden.
zts1166e	Untersuche den Osten des Wüstenräuberlagers. Die störenden Wüstenräuber sollten gewissenhaft beseitigt werden.
zts1167e	Finde und untersuche den Ort im Wüstenräuberlager, an dem die Droge hergestellt wird. Die störenden Wüstenräuber sollten besser beseitigt werden.
zts1168e	Wende den Inhalt der Medizinflasche an einem ruhenden Räuber im Wüstenräuberlager an. Beobachte die Wirkung und erstatte Bericht.
zts1169e	Kamil bittet dich, den Untersuchungsbericht zu Repräsentant Rushaldin im Wüstenräuberlager zu bringen.
zts1170e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, den kurzen Bericht zu Velmon in der Zone des Chaos zu bringen.
zts1171e	Velmon aus der Zone des Chaos bittet dich, Xavier über die Ereignisse im Wüstenräuberlager zu informieren.
zts1172e	Die Genesung der Wüstenräuberbande
zts1173e	Die merkwürdige Medizinflasche muss zu Kamil im Räuberinnenhof gebracht werden.
zts1174e	Kamil bittet dich, das Fläschchen schnellstmöglich zu Repräsentant Rushaldin im Wüstenräuberlager zu bringen.
zts1175e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, die Probe der Droge und den geheimen Brief zu seinem alten Freund Velmon in der Zone des Chaos zu bringen.
zts1176e	Velmon aus der Zone des Chaos verrät dir, dass Xavier höchstwahrscheinlich weiß, wie man ein Gegenmittel gegen die Droge herstellt.
zts1177e	Xavier aus der Zone des Chaos bittet dich, die Probe der Droge und den Brief zu seinem alten Freund, Hohepriester Eladin im Astertempel zu bringen.
zts1178e	Hohepriester Eladin kann das Gegenmittel nur mit Hilfe der Waren herstellen, die er bereits von den Akamurhändlern bestellt hatte. Gehe zu den Akamurhändlern und überprüfe ob sie schon angekommen sind!
zts1179e	Nach einer gründlichen Überprüfung der Warenliste sagt Semia vom Akamurquartier, dass die Waren für den Astertempel in Kerus und Gartons Lager verstreut sind.
zts1180e	Hohepriester Eladin vom Astertempel bittet dich, die gesegnete Feenessenz zu Repräsentant Rushaldin im Wüstenräuberlager zu bringen.
zts1181e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, die gesegnete Feenessenz an einem ruhenden Wüstenräuber auszuprobieren.
zts1182e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, seinen Lösungsbericht zu Kamil im Räuberinnenhof zu bringen.
zts1183e	Kamil bittet dich, den Bericht über die Wüstenräuber zu Velmon in der Zone des Chaos zu bringen.
zts1184e	Velmon aus der Zone des Chaos bittet dich, den Lösungsbericht zu Xavier zu bringen.
zts1185e	Der Anführer der Wüstenräuber
zts1186e	Kamil bittet dich, die geheimen Befehlsschreiben von den Kommandanten der Wüstenräuberlager zu beschaffen.
zts1187e	Kamil bittet dich, die geheimen Befehlsschreiben von den Kommandanten Shoran und Shay zu beschaffen.
zts1188e	Kamil bittet dich, mit Repräsentant Rushaldin im Wüstenräuberlager zu sprechen und den Ort herauszufinden, an dem sich der Anführer aufhält.
zts1189e	Repräsentant Rushaldin aus dem Wüstenräuberlager sagt, dass damals mit dem ehemaligen Anführer ein weiterer Räuber gegangen ist, der sich auch in derselben Region befindet: Es ist Velmon aus der Zone des Chaos.
zts1190e	Velmon aus der Zone des Chaos kann dir zwar nichts genaues sagen, kennt aber die Person, die du suchst. Du sollst nach einem Mann suchen, der Xavier genannt wird!
zts1191e	Wiederbeschaffung des Diebesgutes
zts1192e	Paul aus Wüstenadlerstadt bittet dich die, von den Wüstenräubern gestohlenen Geschenke wiederzuholen. Wahrscheinlich sind sie in Gartons und Kerus Lager zu finden.
zts1193e	Der gemeine Diebstahl
zts1194e	Delmon Milow aus der Wüstenadlerstadt bittet dich, seine Waren von den Wüstenräubern in Gartons und Kerus Lager zurückzuholen.
zts1195e	Der Schrecken der Zone des Chaos
zts1196e	Delmon Milow aus der Wüstenadlerstadt sagt, dass er Waren erwartet, die noch in der Zone des Chaos sind. Überprüfe das!
zts1197e	Velmon aus der Zone des Chaos bittet dich, mit Repräsentant Rushaldin im Wüstenräuberlager über die zweifelhafte Lage der Bewohner der Zone des Chaos zu sprechen.
zts1198e	Repräsentant Rushaldin aus dem Wüstenräuberlager bittet dich, Kamil im Räuberinnenhof aufzusuchen und Informationen zu beschaffen.
zts1199e	Kamil verrät dir stolz die Informationen, die er in der Umgebung von Kommandant Shoran gesammelt hat. Es scheint sich um die Waren zu handeln, die Delmon Milow verloren hat.
zts1200e	Kamil bittet dich, seinen geheimen Brief zu Velmon zu bringen.
zts1201e	Velmon aus der Zone des Chaos bittet dich, den Wecker zu Delmon Milow zu bringen um das Missverständnis zu klären.
zts1202e	Das brennende Schwert
zts1203e	Suche Benito Butler im Port Alveus-Platz!
zts1204e	Hamakung vom Bergwerk in Port Alveus bittet dich, das Hilfegesuch der Akamurhändler zu Repräsentant Jin Hamadin in der Umgebung des Hafens zu bringen.
zts1205e	Jin Hamadin bittet dich, seinen Brief zum Wüstenhafen Mortaz zu bringen und dort der Hafenwache Tom zu übergeben.
zts1206e	Hafenwache Tom aus dem Wüstenhafen Mortaz bittet dich, die hochwertigen Waren zum Akamurlager zu bringen. Um die hochwertigen Waren zu bekommen, musst du erst die Quest mit den gestohlenen Handelsgütern beenden.
zts1207e	Präsident Noah aus dem Akamurlager bittet dich, seinen Brief Nephi im Akamurquartier in der Wüstenadlerstadt zu überbringen. Um den Brief von Präsident Noah zu bekommen, musst du erst die Quest über die Verhandlungen mit den Wüstenräubern beenden.
zts1208e	Nephi vom Akamurquartier bittet dich, den zerrissenen Zettel zu Hohepriester Eladin im Astertempel zu bringen. Du kannst den zerrissenen Zettel bekommen, sobald du die Quest mit dem Titel "Das Vorhaben der Wüstenräuber" beendet hast.
zts1209e	Hohepriester Eladin vom Astertempel bittet dich, sein Hilfegesuch an Nephi im Akamurquartier zu überbringen. Doch zuerst musst du die Quest "Die Geister des Asterinnenhofs" beenden.
zts1210e	Nephi vom Akamurquartier bittet dich, mit dem Lohn von den Akamurhändlern zu Riana im Schatzsucherlager zu gehen.
zts1211e	Riana vom Schatzsucherlager bittet dich, mit dem besonderen Dokument über die Untersuchungen und der Hilfeleistung zu Michol im Tempelplatz zu gehen und es ihm zu übergeben.
zts1212e	Michol vom Tempelplatz bittet dich, die zerbrochenen Reliktstücke an Riana im Schatzsucherlager zu überbringen. Um die zerbrochenen Reliktstücke zu bekommen, musst du erst die Quest mit dem Titel "Relikt des Rashidtempels" beenden.
zts1213e	Den Informationen von Riana aus dem Schatzsucherlager zufolge gibt es eine enge Verbindung zwischen Xavier und den Wüstenräubern. Um dies herauszufinden, musst du Xavier einen Gefallen tun. Um seine wahre Identität herauszubekommen, brauchen wir das rostige Siegel des Anführers. Um dieses Siegel zu bekommen, musst du erst die Quest "Ein Mann namens Xavier" beenden.
zts1214e	Damit Xavier die Informationen über den Mysteriösen Reisenden des Wüstenräuberlagers übermittelt werden können, musst du diese erst einmal von Kamil im Räuberinnenhof bekommen.
zts1215e	Kamil bittet dich um Hilfe. Wenn alle deine Hilfeleistungen erfüllt sind, wird er dir die Informationen über den Mysteriösen Reisenden übergeben. Wenn du die Quest mit dem Titel "Die Genesung der Wüstenräuberbande" beendet hast, bekommst du das Dokument des Verräters und musst damit zu Velmon in der Zone des Chaos gehen, um ihn darüber zu informieren.
zts1216e	Suche nach den Timespacesteinen!
zts1229e	Sammle die angebissenen Kaktusfeigen, die von den Meersand-Füchsen in der Hafenumgebung zurückgelassen wurden!
zts1230e	Du hast die benötigten Kaktusfeigen eingesammelt. Gehe nun zu Hafenwache Tom und berichte ihm von deiner Mission!
zts1231e	Jage die Meersand-Klingenblätter in der Hafenumgebung und sammle die Kaktusfeigen!
zts1232e	Du hast alle Kaktusfeigen gesammelt. Berichte Hafenwache Tom davon!
zts1233e	Erledige die Spione von Neils Spähtrupp in Neils Lagerumfeld und erbeute den Sack mit Kaktusfeigen!
zts1234e	Du hast den Sack mit Kaktusfeigen erbeutet. Berichte Hafenwache Tom davon!
zts1235e	Gehe zu Neils Lager und erledige die Elite-Zündler!
zts1236e	Du hast Neils Elite-Zündler erledigt. Gehe zu Hamid und berichte ihm davon!
zts1237e	Erledige Kommandant Neil in seinem Lager und beschaffe das Schreiben für den Hafen!
zts1238e	Du hast Neils Schreiben erbeutet. Bringe es zu Hafenwache Tom!
zts1239e	Gehe zu Hamid, der sich in Neils Lagerumfeld aufhält, um weitere Anweisungen zu erhalten!
zts1240e	Bringe den Aufklärungsbericht zu Hamid!
zts1241e	Erledige die Neils Elite-Assassinen in Neils Lager.
zts1242e	Du hast Neils Elite-Assassinen erledigt. Berichte Hamid davon!
zts1243e	Erledige Kommandant Neil in seinem Lager und erbeute den zweiten Aufklärungsbericht!
zts1244e	Du hast den zweiten Aufklärungsbericht erbeutet. Bringe ihn zu Hamid!
zts1245e	Bringe Hamids Aufklärungsbericht zu Leuchtturmwärter Chilton!
zts1246e	Bringe den Aufklärungsbericht zu Präsident Noah, der sich im Akamurlager aufhält!
zts1247e	Triff dich mit Hamid in Neils Lagerumfeld!
zts1248e	Erledige die Spione von Neils Spähtrupp und erbeute den Sack mit Kaktusfeigen!
zts1249e	Du hast den Sack mit den Kaktusfeigen erbeutet. Berichte Hamid davon!
zts1250e	Gehe zu Neils Lager und mische dort die vergifteten Feigen unter die anderen Kaktusfeigen!
